2021 Statistical Area Level 1 (SA1),State,Usual Resident Population,Score,Percentile within State
10201103208,NSW,685,988.6200539,41
10201103210,NSW,224,898.1959085,15
10201103211,NSW,558,976.9344489,37
10201103212,NSW,519,980.7916212,38
10201103213,NSW,103,983.8611534,39
10201103214,NSW,622,1011.20648,48
10201103215,NSW,228,991.6086693,42
10201103216,NSW,325,989.9697988,42
10201103217,NSW,194,1011.630784,49
10201103218,NSW,430,1040.998062,58
10201103219,NSW,357,974.0533892,36
10201103220,NSW,365,992.7400219,42
10201103221,NSW,286,954.5191171,30
10201103224,NSW,737,1018.420341,51
10201103225,NSW,224,1000.874153,45
10201103226,NSW,264,973.9551014,36
10201103227,NSW,574,827.08683,5
10201103228,NSW,798,926.4385903,22
10201103229,NSW,421,916.8473018,20
10201103230,NSW,545,962.73312,33
10201103231,NSW,511,1020.471695,51
10201103232,NSW,470,981.373715,39
10201103233,NSW,335,1035.991769,57
10201103234,NSW,784,1048.910049,61
10201103235,NSW,374,919.0771598,20
10201103236,NSW,525,907.2901294,17
10201103237,NSW,918,1033.385368,56
10201103238,NSW,343,1141.266018,87
10201103239,NSW,614,1029.310697,54
10201103240,NSW,385,954.5318273,30
10201103241,NSW,543,1005.91956,47
10201103242,NSW,655,939.4779485,26
10201103243,NSW,502,1100.062455,76
10201103244,NSW,632,922.4483723,21
10201103245,NSW,533,984.0782441,40
10201103246,NSW,360,1045.735026,60
10201103247,NSW,525,1112.969695,80
10201103248,NSW,405,906.6734528,17
10201103301,NSW,207,982.1349913,39
10201103302,NSW,544,982.3949901,39
10201103303,NSW,388,1005.610232,47
10201103304,NSW,360,1003.033483,46
10201103305,NSW,334,1038.898618,58
10201103306,NSW,301,1021.19334,52
10201103307,NSW,204,994.9915263,43
10201103308,NSW,404,1030.372292,55
10201103310,NSW,366,1020.64937,52
10201103311,NSW,388,994.577472,43
10201103312,NSW,313,1025.399586,53
10201103313,NSW,299,1040.034057,58
10201103314,NSW,352,994.3906665,43
10201103315,NSW,776,1031.533586,55
10201103317,NSW,561,996.0532206,44
10201103318,NSW,193,1006.319949,47
10201103319,NSW,405,1029.260114,54
10201103401,NSW,388,981.8443762,39
10201103402,NSW,346,982.700695,39
10201103403,NSW,620,953.760303,30
10201103404,NSW,266,1009.487497,48
10201103405,NSW,428,1018.084886,51
10201103406,NSW,158,981.4294673,39
10201103408,NSW,334,1079.898725,70
10201103409,NSW,343,1006.607989,47
10201103410,NSW,424,979.2306488,38
10201103411,NSW,477,1048.585611,61
10201103412,NSW,536,992.3716398,42
10201103413,NSW,400,1055.263162,63
10201103414,NSW,453,973.8622527,36
10201103415,NSW,247,930.2080866,23
10201103416,NSW,476,971.2862067,35
10201103417,NSW,378,906.618794,17
10201103418,NSW,691,907.1220388,17
10201103419,NSW,346,1065.808189,66
10201103420,NSW,308,1106.212355,78
10201103501,NSW,806,1044.560276,59
10201103502,NSW,332,939.6643871,26
10201103503,NSW,511,997.7748707,44
10201103504,NSW,455,1001.291074,45
10201103505,NSW,432,1048.090334,61
10201103506,NSW,562,1039.202902,58
10201103507,NSW,317,931.0911234,23
10201103508,NSW,567,1083.547729,72
10201103509,NSW,388,1020.136493,51
10201103510,NSW,474,974.8042258,37
10201103511,NSW,592,1014.142656,49
10201103512,NSW,300,953.4166843,30
10201103513,NSW,340,1014.060069,49
10201103514,NSW,403,976.0088499,37
10201103515,NSW,289,893.5039835,14
10201103516,NSW,244,980.5540549,38
10201103517,NSW,147,1050.833336,61
10201103601,NSW,231,1084.120871,72
10201103602,NSW,220,1072.848131,68
10201103603,NSW,535,1026.776303,53
10201103604,NSW,301,1014.233543,49
10201103605,NSW,409,1038.228442,57
10201103606,NSW,308,994.9508317,43
10201103607,NSW,215,1122.950351,83
10201103608,NSW,496,1015.358421,50
10201103609,NSW,402,1092.394532,74
10201103610,NSW,548,991.6049154,42
10201103611,NSW,341,991.0316916,42
10201103612,NSW,172,816.9632434,4
10201103613,NSW,402,1005.020529,46
10201103614,NSW,510,993.3115172,43
10201103615,NSW,258,1030.012908,55
10201103616,NSW,315,1019.3206,51
10201103617,NSW,390,1076.015308,69
10201103618,NSW,248,1096.140516,75
10201103619,NSW,480,987.9637557,41
10201103620,NSW,508,943.338127,27
10201103621,NSW,660,1083.763091,72
10201103622,NSW,272,1023.488363,52
10201103701,NSW,704,1010.713455,48
10201103702,NSW,540,1032.786383,56
10201103703,NSW,655,1014.264027,49
10201103704,NSW,245,1026.488425,53
10201103705,NSW,479,1042.506452,59
10201103706,NSW,383,1040.88389,58
10201103707,NSW,497,1057.39284,63
10201103708,NSW,239,1040.961665,58
10201103709,NSW,682,1026.119486,53
10201103710,NSW,366,1056.312044,63
10201103711,NSW,345,1035.811211,57
10201103712,NSW,306,1069.710267,67
10201103713,NSW,659,957.1182461,31
10201103714,NSW,460,1015.585412,50
10201103801,NSW,447,1058.045306,64
10201103802,NSW,542,1055.95612,63
10201103803,NSW,378,969.3459319,35
10201103804,NSW,581,994.2578105,43
10201103805,NSW,305,1007.474707,47
10201103806,NSW,262,952.2888817,29
10201103807,NSW,442,1015.943968,50
10201103808,NSW,272,987.0531903,41
10201103809,NSW,580,1035.906932,57
10201103810,NSW,332,1031.773146,55
10201103811,NSW,479,1047.732739,60
10201103812,NSW,356,1058.001933,64
10201103813,NSW,556,1035.799004,57
10201103814,NSW,519,1028.708329,54
10201103815,NSW,325,1106.546123,78
10201103816,NSW,423,1042.156021,59
10201103817,NSW,358,1005.301238,47
10201103901,NSW,721,1124.594165,83
10201103902,NSW,404,1118.057825,81
10201103903,NSW,312,1048.230995,61
10201103904,NSW,587,1075.423022,69
10201103905,NSW,425,1114.299405,80
10201103906,NSW,506,1031.938974,55
10201103908,NSW,424,1115.676313,80
10201103909,NSW,701,1062.781492,65
10201103911,NSW,630,1119.556476,82
10201103912,NSW,652,1082.825546,71
10201103913,NSW,659,1089.557533,73
10201103914,NSW,336,1086.065903,72
10201103915,NSW,509,1090.794114,74
10201103916,NSW,532,1044.046058,59
10201103917,NSW,386,1090.722718,74
10201103918,NSW,556,1089.026147,73
10201103919,NSW,407,979.7083172,38
10201103921,NSW,626,1083.964182,72
10201103922,NSW,528,1087.016753,73
10201103923,NSW,368,1119.754237,82
10201103924,NSW,222,858.9759336,8
10201103925,NSW,468,1091.632198,74
10201103926,NSW,668,1144.435759,88
10201103927,NSW,501,1081.376426,71
10201103928,NSW,590,1071.501428,68
10201103929,NSW,393,1072.970567,68
10201103931,NSW,418,1074.347837,69
10201103932,NSW,405,1060.353444,64
10201103933,NSW,383,1194.019157,99
10201103934,NSW,172,1118.887781,81
10201103935,NSW,149,1103.524675,77
10201103936,NSW,229,1107.279561,78
10201104001,NSW,375,949.8225765,29
10201104002,NSW,315,942.6670381,27
10201104003,NSW,307,1080.261422,71
10201104004,NSW,446,1007.943492,47
10201104005,NSW,327,1017.077709,50
10201104006,NSW,595,1016.68011,50
10201104007,NSW,324,978.8373195,38
10201104009,NSW,514,914.49463,19
10201104010,NSW,398,935.3917883,24
10201104011,NSW,395,988.6250924,41
10201104012,NSW,324,1006.722139,47
10201104013,NSW,579,956.0065589,31
10201104014,NSW,547,882.0447555,12
10201104015,NSW,211,1010.230099,48
10201104016,NSW,510,1067.991981,67
10201104017,NSW,681,915.5987174,19
10201104018,NSW,460,943.4418178,27
10201104019,NSW,475,909.7092032,18
10201104020,NSW,470,900.3659472,16
10201104021,NSW,471,881.4598168,12
10201104022,NSW,248,938.8043828,26
10201104023,NSW,291,883.4608094,12
10201104024,NSW,522,985.4010065,40
10201104025,NSW,324,923.6780947,21
10201104026,NSW,648,977.6076305,37
10201104027,NSW,328,926.0092587,22
10201104028,NSW,374,1017.294175,50
10201104029,NSW,445,944.5870039,27
10201104030,NSW,399,880.4373121,12
10201104031,NSW,393,907.8304069,17
10201104032,NSW,258,977.59329,37
10201104033,NSW,453,949.9788872,29
10201104034,NSW,569,970.1365925,35
10201104035,NSW,372,979.272249,38
10201104036,NSW,367,1004.500996,46
10201104037,NSW,325,921.6868583,21
10201104038,NSW,394,961.0693697,32
10201104039,NSW,667,961.9486075,32
10201104040,NSW,428,962.1376285,32
10201104041,NSW,346,939.4988448,26
10201104042,NSW,454,895.9673662,15
10201104043,NSW,524,996.0224298,44
10201104044,NSW,346,1009.629545,48
10201104045,NSW,476,924.8566004,22
10201104046,NSW,496,905.6988088,17
10201104047,NSW,516,970.1035429,35
10201104048,NSW,483,975.2020473,37
10201104049,NSW,463,943.9423166,27
10201104050,NSW,386,996.7356534,44
10201104051,NSW,487,1001.150205,45
10201104052,NSW,433,995.2113357,43
10201104053,NSW,519,925.8925244,22
10201104054,NSW,364,1039.341242,58
10201104055,NSW,525,1018.192861,51
10201104056,NSW,414,1076.051373,69
10201104057,NSW,607,1056.65645,63
10201104058,NSW,362,967.3377184,34
10201104101,NSW,515,1062.680791,65
10201104102,NSW,656,1058.200929,64
10201104103,NSW,411,1051.177336,62
10201104104,NSW,454,1087.642295,73
10201104105,NSW,402,1098.048343,76
10201104106,NSW,441,1100.011562,76
10201104107,NSW,267,1027.780912,54
10201104109,NSW,437,1063.0136,65
10201104110,NSW,486,1100.642892,76
10201104111,NSW,268,1099.742169,76
10201104112,NSW,533,1081.195758,71
10201104113,NSW,438,1139.145854,87
10201104114,NSW,627,1103.681444,77
10201104115,NSW,374,1137.538328,86
10201104116,NSW,405,1102.421956,77
10201104117,NSW,289,1082.130204,71
10201104119,NSW,499,1038.508374,58
10201104120,NSW,442,1055.791871,63
10201104121,NSW,1042,1045.909087,60
10201104122,NSW,335,1064.747981,66
10201104123,NSW,441,1028.825533,54
10201104124,NSW,436,1099.83164,76
10201104125,NSW,494,1082.594236,71
10201104201,NSW,500,900.9269198,16
10201104202,NSW,571,911.1859773,18
10201104203,NSW,310,982.4880625,39
10201104204,NSW,423,800.4700403,3
10201104205,NSW,557,900.9340645,16
10201104207,NSW,501,1074.420399,69
10201104208,NSW,531,956.5925227,31
10201104209,NSW,235,1036.203229,57
10201104210,NSW,406,1081.378627,71
10201104211,NSW,423,1104.392255,77
10201104213,NSW,658,941.4807451,26
10201104214,NSW,580,1064.229958,65
10201104215,NSW,386,887.3494404,13
10201104216,NSW,416,944.6630939,27
10201104217,NSW,508,940.3980642,26
10201104218,NSW,487,910.883471,18
10201104219,NSW,373,936.7720559,25
10201104220,NSW,543,925.8043115,22
10201104221,NSW,501,914.475029,19
10201104222,NSW,474,972.2687808,36
10201104223,NSW,352,865.7820828,9
10201104224,NSW,508,932.7322914,24
10201104225,NSW,463,943.8547601,27
10201104226,NSW,479,952.7958449,30
10201104227,NSW,418,904.7338678,17
10201104228,NSW,511,934.7134626,24
10201104229,NSW,357,890.4003456,14
10201104230,NSW,401,911.9816332,18
10201104231,NSW,616,904.2624629,17
10201104232,NSW,378,926.8718391,22
10201104233,NSW,471,994.3569148,43
10201104301,NSW,123,896.0752682,15
10201104302,NSW,357,940.2140168,26
10201104303,NSW,501,950.415995,29
10201104304,NSW,425,979.4259464,38
10201104305,NSW,350,955.8862184,31
10201104307,NSW,261,1019.308291,51
10201104308,NSW,317,1008.71391,48
10201104309,NSW,359,990.6319494,42
10201104310,NSW,212,908.4743757,18
10201104311,NSW,428,967.8131127,34
10201104312,NSW,696,873.7034085,11
10201104313,NSW,365,599.8440401,1
10201104314,NSW,211,938.3289508,25
10201104315,NSW,409,1002.076489,46
10201104316,NSW,366,909.7663297,18
10201104317,NSW,412,921.6649315,21
10201104318,NSW,383,956.1182247,31
10201104319,NSW,433,974.2028037,36
10201104320,NSW,465,969.0211005,35
10201104321,NSW,478,1078.90439,70
10201104322,NSW,320,995.9889123,44
10201104323,NSW,452,973.2702833,36
10201104324,NSW,511,1021.36351,52
10201104325,NSW,401,963.6726823,33
10201104326,NSW,579,1003.600898,46
10201104327,NSW,394,993.8746528,43
10201104328,NSW,272,1007.881603,47
10201104329,NSW,314,991.4408096,42
10201104330,NSW,631,960.9218725,32
10202104401,NSW,336,963.5983812,33
10202104402,NSW,357,977.5416833,37
10202104403,NSW,260,920.7888372,21
10202104404,NSW,688,988.3408928,41
10202104405,NSW,281,1002.357402,46
10202104406,NSW,265,996.0625486,44
10202104407,NSW,471,994.3835093,43
10202104408,NSW,331,986.9856012,40
10202104409,NSW,328,857.8738572,8
10202104410,NSW,214,824.1541635,5
10202104411,NSW,322,934.9875049,24
10202104412,NSW,656,1049.192311,61
10202104414,NSW,509,1014.538638,49
10202104415,NSW,452,923.7549749,21
10202104416,NSW,746,933.5029463,24
10202104417,NSW,602,929.5927486,23
10202104419,NSW,477,1008.803326,48
10202104420,NSW,312,983.1510472,39
10202104421,NSW,314,960.6751573,32
10202104422,NSW,482,990.1358962,42
10202104423,NSW,528,1033.841469,56
10202104424,NSW,305,899.4783908,16
10202104425,NSW,214,1048.981854,61
10202104426,NSW,449,1015.261456,50
10202104427,NSW,293,958.0739254,31
10202104428,NSW,387,953.227526,30
10202104429,NSW,525,984.3982895,40
10202104430,NSW,311,969.1881338,35
10202104431,NSW,285,994.7601969,43
10202104432,NSW,305,958.3970487,31
10202104433,NSW,348,951.6235451,29
10202104434,NSW,650,906.0794775,17
10202104435,NSW,327,1099.013681,76
10202104436,NSW,489,922.9123119,21
10202104437,NSW,332,968.2573172,34
10202104438,NSW,431,1073.881939,69
10202104439,NSW,422,1016.494092,50
10202104441,NSW,390,946.9215184,28
10202104442,NSW,388,969.2842938,35
10202104443,NSW,247,947.999721,28
10202104444,NSW,334,916.854883,20
10202104445,NSW,402,835.070721,6
10202104446,NSW,619,716.454582,1
10202104447,NSW,519,870.6040601,10
10202104448,NSW,409,902.9940498,16
10202104449,NSW,376,988.1120328,41
10202104450,NSW,405,1031.873681,55
10202104451,NSW,391,969.5148583,35
10202104452,NSW,224,979.1531985,38
10202104453,NSW,422,978.3473988,38
10202104454,NSW,224,996.1730375,44
10202104455,NSW,558,980.2073304,38
10202104456,NSW,450,1044.356347,59
10202104457,NSW,391,1025.916136,53
10202104458,NSW,330,1020.508247,51
10202104459,NSW,409,1047.276571,60
10202104501,NSW,437,892.1790551,14
10202104502,NSW,335,903.1984692,16
10202104503,NSW,254,861.9397566,9
10202104504,NSW,612,899.8741453,16
10202104505,NSW,596,867.5978567,10
10202104506,NSW,625,864.0387694,9
10202104507,NSW,560,882.6886627,12
10202104508,NSW,400,844.0785289,7
10202104509,NSW,420,875.7074039,11
10202104510,NSW,613,836.0241514,6
10202104511,NSW,556,841.6617846,6
10202104512,NSW,406,890.37475,14
10202104513,NSW,717,889.3542333,14
10202104514,NSW,474,912.100957,18
10202104515,NSW,349,883.4292347,12
10202104516,NSW,581,883.6940283,12
10202104517,NSW,297,938.975337,26
10202104518,NSW,989,941.1183105,26
10202104519,NSW,299,878.0531932,11
10202104521,NSW,445,874.3614708,11
10202104522,NSW,394,915.1026666,19
10202104523,NSW,276,946.8535535,28
10202104524,NSW,663,871.2939559,10
10202104601,NSW,403,956.8941787,31
10202104602,NSW,321,912.289482,18
10202104603,NSW,509,951.3296215,29
10202104604,NSW,424,922.8816341,21
10202104605,NSW,260,973.308565,36
10202104606,NSW,475,949.0737356,29
10202104607,NSW,482,907.5589205,17
10202104608,NSW,550,938.2428132,25
10202104609,NSW,429,887.6186232,13
10202104610,NSW,264,912.9062781,19
10202104611,NSW,260,835.7088484,6
10202104612,NSW,299,892.0240554,14
10202104614,NSW,294,898.3608403,15
10202104615,NSW,315,901.8385779,16
10202104616,NSW,528,894.3322101,15
10202104617,NSW,452,920.7860642,21
10202104618,NSW,585,951.3154458,29
10202104619,NSW,512,902.126961,16
10202104620,NSW,404,909.3326102,18
10202104621,NSW,331,918.9371025,20
10202104622,NSW,346,921.5780582,21
10202104623,NSW,55,939.9472089,26
10202104624,NSW,507,943.8427838,27
10202104625,NSW,715,874.8354028,11
10202104701,NSW,452,1002.191605,46
10202104702,NSW,272,1038.4677,57
10202104703,NSW,220,1115.219863,80
10202104704,NSW,550,958.0470602,31
10202104705,NSW,556,970.8891449,35
10202104706,NSW,386,990.3886762,42
10202104707,NSW,553,991.7272999,42
10202104708,NSW,615,997.1259147,44
10202104709,NSW,533,960.7911807,32
10202104710,NSW,254,812.224012,4
10202104711,NSW,465,897.4041609,15
10202104712,NSW,518,1064.177817,65
10202104713,NSW,794,1004.906489,46
10202104714,NSW,203,1065.611942,66
10202104715,NSW,460,1002.176471,46
10202104716,NSW,365,1003.179821,46
10202104717,NSW,408,1108.451789,79
10202104718,NSW,416,987.7833451,41
10202104719,NSW,676,948.5402952,28
10202104720,NSW,276,1054.578269,63
10202104721,NSW,452,1011.462911,48
10202104722,NSW,552,1001.223446,45
10202104723,NSW,263,1111.390284,79
10202104724,NSW,424,1008.769846,48
10202104725,NSW,300,987.0648266,41
10202104726,NSW,375,941.2452061,26
10202104727,NSW,369,973.652336,36
10202104728,NSW,658,968.3461719,34
10202104729,NSW,598,966.5683159,34
10202104730,NSW,351,980.2066896,38
10202104731,NSW,589,989.2084643,41
10202104732,NSW,474,923.215566,21
10202104733,NSW,185,824.7239118,5
10202104734,NSW,286,939.1528783,26
10202104735,NSW,512,968.2659133,34
10202104736,NSW,527,1012.570508,49
10202104737,NSW,114,1039.080786,58
10202104801,NSW,308,925.5037713,22
10202104802,NSW,432,932.5873386,24
10202104803,NSW,515,922.3523298,21
10202104804,NSW,361,920.6115277,21
10202104805,NSW,364,982.9342298,39
10202104806,NSW,275,956.1510598,31
10202104807,NSW,561,968.157417,34
10202104808,NSW,359,889.0363865,14
10202104809,NSW,451,867.2101822,10
10202104810,NSW,654,860.9592112,9
10202104811,NSW,618,899.3888426,16
10202104812,NSW,545,913.3032143,19
10202104813,NSW,559,876.3856824,11
10202104814,NSW,727,878.5261264,11
10202104815,NSW,435,834.6174451,6
10202104816,NSW,345,919.9984257,20
10202104817,NSW,487,908.5557249,18
10202104818,NSW,612,867.0725891,9
10202104819,NSW,471,920.2809553,20
10202104820,NSW,293,881.3049574,12
10202104821,NSW,495,646.3072781,1
10202104822,NSW,585,948.2145338,28
10202104823,NSW,369,901.4565954,16
10202104824,NSW,720,891.4080764,14
10202104825,NSW,499,858.7885886,8
10202104826,NSW,386,893.0679097,14
10202104827,NSW,550,880.7111019,12
10202104828,NSW,559,855.2196814,8
10202104829,NSW,476,860.7522353,9
10202104830,NSW,531,842.0753107,6
10202104831,NSW,374,899.5701399,16
10202104832,NSW,522,963.2815794,33
10202104833,NSW,480,889.4090328,14
10202104834,NSW,350,858.2131908,8
10202104835,NSW,335,825.8719242,5
10202104836,NSW,573,895.3044085,15
10202104837,NSW,599,897.4552569,15
10202104838,NSW,330,946.2292215,28
10202104840,NSW,337,953.8162627,30
10202104841,NSW,342,953.4819363,30
10202104842,NSW,362,936.7544314,25
10202104843,NSW,489,846.5688292,7
10202104844,NSW,314,936.8478255,25
10202104845,NSW,529,857.1722413,8
10202104846,NSW,525,845.9157299,7
10202104847,NSW,341,908.174306,17
10202104848,NSW,474,924.7992494,22
10202104901,NSW,470,1071.705226,68
10202104902,NSW,299,1073.289793,68
10202104903,NSW,426,1059.209132,64
10202104904,NSW,352,1015.219299,50
10202104905,NSW,524,1072.719537,68
10202104906,NSW,364,1017.242634,50
10202104907,NSW,234,1075.761499,69
10202104908,NSW,236,1071.31127,68
10202104910,NSW,504,1074.827161,69
10202105001,NSW,660,943.4228455,27
10202105002,NSW,316,982.3005166,39
10202105003,NSW,470,969.2346187,35
10202105004,NSW,317,987.7274073,41
10202105005,NSW,431,949.9120139,29
10202105006,NSW,441,932.6011525,24
10202105007,NSW,400,915.108888,19
10202105008,NSW,704,890.7954229,14
10202105009,NSW,439,946.0597183,28
10202105010,NSW,322,902.952294,16
10202105011,NSW,439,903.970846,17
10202105012,NSW,367,850.291761,7
10202105013,NSW,384,872.6197972,10
10202105015,NSW,302,890.5615401,14
10202105017,NSW,383,838.1952098,6
10202105018,NSW,331,929.1109453,23
10202105019,NSW,431,962.8591454,33
10202105020,NSW,343,795.0484861,3
10202105021,NSW,765,837.3520591,6
10202105022,NSW,406,904.4953096,17
10202105024,NSW,433,919.506723,20
10202105025,NSW,355,892.4879595,14
10202105026,NSW,575,911.0947881,18
10202105027,NSW,362,882.259384,12
10202105028,NSW,563,882.6905486,12
10202105101,NSW,526,1041.613961,58
10202105102,NSW,404,996.5541327,44
10202105103,NSW,252,980.0126989,38
10202105104,NSW,249,1119.509806,82
10202105106,NSW,459,1070.255553,67
10202105107,NSW,87,1113.467094,80
10202105108,NSW,474,1087.697351,73
10202105109,NSW,263,1018.14908,51
10202105110,NSW,373,1055.282435,63
10202105111,NSW,265,991.0645261,42
10202105112,NSW,315,980.724643,38
10202105113,NSW,409,948.4471538,28
10202105114,NSW,331,1069.276833,67
10202105115,NSW,260,952.1136448,29
10202105116,NSW,241,1071.212305,68
10202105201,NSW,586,942.204376,26
10202105202,NSW,565,957.552949,31
10202105203,NSW,347,878.8204706,12
10202105204,NSW,948,965.2634766,33
10202105205,NSW,649,947.7388192,28
10202105206,NSW,443,939.0268687,26
10202105207,NSW,497,919.3702685,20
10202105208,NSW,402,904.6341131,17
