"","sa1reg","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"13736","21401137245",4,8,6,4,4,7,8,4,3,7
"13737","21401137246",0,0,0,4,0,4,8,3,0,3
"13738","21401137247",7,4,4,0,6,5,0,4,5,3
"13739","21401137248",7,5,0,0,3,5,7,3,4,7
"13740","21401137301",11,0,0,0,6,7,9,7,3,9
"13741","21401137302",5,8,8,0,6,5,7,3,4,14
"13742","21401137303",27,12,5,6,5,16,6,5,9,3
"13743","21401137304",18,15,0,5,3,10,7,3,9,3
"13744","21401137305",5,0,6,0,3,3,5,0,4,0
"13745","21401137306",0,0,3,0,8,5,4,7,3,9
"13746","21401137307",6,0,0,4,4,6,9,3,4,3
"13747","21401137308",11,7,0,9,6,7,12,6,9,7
"13748","21401137309",22,4,8,5,4,6,9,6,6,14
"13749","21401137310",6,0,0,4,12,0,8,5,5,11
"13750","21401137311",32,8,10,8,8,9,15,8,3,14
"13751","21401137312",6,3,0,5,8,13,6,10,6,8
"13752","21401137313",6,10,7,5,5,6,3,0,6,3
"13753","21401137314",8,0,4,0,4,6,0,0,6,3
"13754","21401137315",14,4,4,0,8,8,11,10,6,10
"13755","21401137316",9,3,3,11,3,4,4,5,6,5
"13756","21401137317",7,5,6,0,4,9,10,5,0,3
"13757","21401137318",9,4,3,3,3,5,7,4,0,4
"13758","21401137319",8,3,0,0,7,9,11,7,10,5
"13759","21401137320",0,0,0,0,4,6,6,6,4,0
"13760","21401137321",9,4,0,3,5,6,5,9,4,8
"13761","21401137322",15,9,15,4,9,18,6,13,4,13
"13762","21401137323",9,6,4,13,7,14,9,8,5,14
"13763","21401137324",9,9,4,6,5,4,10,8,3,12
"13764","21401137325",3,6,4,6,12,9,5,5,8,7
"13765","21401137326",12,0,0,8,3,4,3,10,4,5
"13766","21401137327",14,3,4,8,6,4,7,4,8,14
"13767","21401137328",7,3,8,3,4,3,0,0,3,5
"13768","21401137329",7,4,6,4,0,3,3,0,3,3
"13769","21401137330",11,7,9,0,6,5,4,7,7,8
"13770","21401137331",12,8,3,10,8,13,12,10,3,8
"13771","21401137332",13,6,5,3,0,4,0,10,8,7
"13772","21401137333",4,0,3,7,0,0,3,0,4,3
"13773","21401137334",3,0,6,3,6,6,8,9,7,7
"13774","21401137335",14,0,10,6,9,7,11,7,9,6
"13775","21401137336",6,10,10,12,6,9,6,12,8,6
"13776","21401137337",3,0,4,0,0,0,5,8,5,8
"13777","21401137338",12,3,3,8,6,3,5,6,4,3
"13778","21401137339",0,0,0,0,0,0,0,0,0,0
"13779","21401137340",20,12,3,5,10,3,8,5,8,3
"13780","21401137341",6,3,10,0,11,5,9,4,0,8
"13781","21401137342",16,6,10,9,17,11,9,14,11,5
"13782","21401137343",3,3,0,4,3,5,4,0,3,5
"13783","21401137344",0,0,0,0,0,0,0,0,0,0
"13784","21401137345",0,0,0,0,0,4,0,5,0,0
"13785","21401137346",10,11,7,0,4,4,5,0,4,6
"13786","21401137401",7,0,0,0,0,9,4,9,5,4
"13787","21401137402",11,3,7,7,10,8,10,9,9,18
"13788","21401137403",3,9,4,5,3,0,4,3,7,5
"13789","21401137404",7,6,0,0,0,12,7,5,10,8
"13790","21401137405",12,3,4,0,13,3,13,5,9,12
"13791","21401137406",17,0,11,12,13,14,15,11,16,6
"13792","21401137408",10,3,3,8,5,15,6,9,6,12
"13793","21401137409",11,3,9,8,0,10,0,7,12,9
"13794","21401137410",9,3,4,0,3,7,3,9,4,3
"13795","21401137411",4,0,3,6,10,6,0,4,10,6
"13796","21401137412",7,7,5,11,11,4,9,3,9,3
"13797","21401137413",17,6,4,4,10,7,7,9,9,6
"13798","21401137415",18,0,13,9,8,4,3,5,6,3
"13799","21401137416",3,0,3,0,4,0,3,3,3,0
"13800","21401137417",16,7,3,5,8,15,9,3,10,8
"13801","21401137418",5,0,5,0,6,3,5,5,0,3
"13802","21401137419",11,4,0,6,10,4,3,3,8,4
"13803","21401137420",27,8,9,9,4,8,10,8,4,8
"13804","21401137421",19,8,6,11,11,3,7,5,4,6
"13805","21401137422",16,4,0,7,9,13,9,7,6,6
"13806","21401137423",8,0,0,3,3,6,6,7,0,0
"13807","21401137424",9,10,3,4,10,3,0,3,8,8
"13808","21401137425",3,0,3,0,6,0,5,8,0,3
"13809","21401137426",7,9,5,3,6,11,9,6,4,7
"13810","21401137427",31,19,10,18,15,18,9,23,13,10
"13811","21401137428",0,0,5,0,5,4,4,9,0,7
"13812","21401137429",14,8,9,7,11,11,9,8,4,7
"13813","21401137430",7,0,6,8,3,4,4,5,3,6
"13814","21401137431",7,3,6,6,3,8,8,0,0,6
"13815","21401137432",10,0,3,0,7,4,4,10,0,5
"13816","21401137433",7,7,7,7,7,5,4,3,3,7
"13817","21401137434",13,8,11,5,0,4,6,3,5,9
"13818","21401137435",0,0,0,0,0,0,0,0,0,0
"13819","21401137436",15,6,0,7,9,3,9,6,5,8
"13820","21401137437",4,4,5,3,8,5,3,7,5,7
"13821","21401137438",9,10,6,9,14,6,10,10,8,3
"13822","21401137439",4,3,0,4,0,3,5,4,5,7
"13823","21401137440",18,3,3,0,7,6,3,3,7,0
"13824","21401137441",10,0,4,5,14,9,11,8,10,6
"13825","21401137442",13,5,10,0,8,4,5,4,3,5
"13826","21401137443",13,5,5,4,4,10,3,7,3,8
"13827","21401137444",33,3,3,10,12,14,16,21,16,22
"13828","21401137445",13,0,0,3,3,13,4,6,4,7
"13829","21401137446",10,0,0,3,0,5,4,0,0,7
"13830","21401137447",22,3,4,11,4,7,9,9,12,10
"13831","21401137448",17,3,3,8,11,6,15,15,14,4
"13832","21401137449",0,3,0,0,0,0,0,0,0,0
"13833","21401137450",0,0,0,0,10,10,4,3,5,5
"13834","21401137451",0,5,3,3,3,10,5,3,5,6
"13835","21401137452",12,3,4,5,5,6,6,5,5,5
"13836","21401137453",9,4,8,3,8,9,8,10,7,18
"13837","21401137454",24,6,3,3,14,4,10,7,5,6
"13838","21401137455",39,11,16,13,15,16,15,10,18,17
"13839","21401137501",0,0,0,0,0,0,0,0,0,0
"13840","21401137502",0,0,0,0,5,0,0,0,0,5
"13841","21401137503",0,0,0,3,0,3,4,9,5,3
"13842","21401137504",4,0,3,3,4,7,6,10,6,0
"13843","21401137505",8,0,9,0,4,5,6,6,0,3
"13844","21401137506",0,0,3,4,3,0,0,0,3,0
"13845","21401137507",14,4,5,0,11,5,10,4,3,11
"13846","21401137508",19,7,11,0,11,3,3,9,6,6
"13847","21401137509",0,0,0,0,0,0,0,0,0,0
"13848","21401137510",19,10,3,15,5,12,5,13,8,7
"13849","21401137511",9,5,6,3,6,3,6,7,3,19
"13850","21401137512",5,0,4,6,10,9,11,8,4,8
"13851","21401137513",5,3,7,0,10,10,3,8,7,9
"13852","21401137514",4,0,3,0,0,0,3,3,5,5
"13853","21401137515",7,3,6,0,8,6,7,10,0,4
"13854","21401137516",0,0,0,8,5,5,3,11,7,3
"13855","21401137517",7,0,7,3,0,3,0,0,7,5
"13856","21401137518",4,0,7,5,0,0,0,0,0,10
"13857","21401137519",12,0,0,6,13,8,4,8,0,10
"13858","21401137520",14,0,8,0,7,3,6,5,7,14
"13859","21401137521",8,10,3,0,4,7,10,11,11,4
"13860","21401137522",10,5,0,3,0,4,0,5,5,3
"13861","21401137523",16,4,8,7,9,0,4,10,4,5
"13862","21401137524",0,0,0,4,3,0,5,4,0,0
"13863","21401137525",0,0,0,0,0,0,0,0,0,0
"13864","21401137526",5,0,8,11,13,8,11,6,10,6
"13865","21401137527",7,8,0,5,7,7,7,5,8,8
"13866","21401137528",8,0,11,3,4,5,9,3,6,7
"13867","21401137529",6,3,6,0,3,3,3,4,0,4
"13868","21401137530",0,0,0,4,7,7,3,5,0,6
"13869","21401137531",8,0,0,10,0,6,0,0,0,3
"13870","21401137532",0,0,0,0,0,0,0,3,0,0
"13871","21401137533",6,0,0,3,4,3,3,3,3,7
"13872","21401137534",4,5,0,0,0,4,3,0,0,0
"13873","21401137535",3,4,0,0,6,0,6,8,0,0
"13874","21401137536",13,0,0,3,3,9,6,3,0,0
"13875","21401137537",15,8,7,6,3,3,5,3,5,3
"13876","21401137538",7,3,8,0,4,6,0,3,4,0
"13877","21401137539",11,0,0,4,6,6,3,8,8,9
"13878","21401137540",17,0,6,0,0,5,7,0,0,6
"13879","21401137541",4,4,7,0,4,4,0,3,0,5
"13880","21401137601",4,0,0,4,7,4,3,0,3,5
"13881","21401137603",31,9,15,16,19,17,23,17,16,25
"13882","21401137604",3,3,4,0,8,8,0,5,8,5
"13883","21401137605",26,8,10,14,3,7,13,15,13,7
"13884","21401137606",35,17,9,6,8,13,7,9,4,11
"13885","21401137607",12,6,7,5,0,0,3,0,3,3
"13886","21401137608",7,3,5,3,3,0,0,5,4,0
"13887","21401137609",9,8,4,0,7,9,0,0,0,0
"13888","21401137610",32,6,8,4,4,0,7,3,0,0
"13889","21401137611",18,0,8,3,4,10,12,10,13,8
"13890","21401137612",13,0,6,0,14,4,5,6,7,11
"13891","21401137613",9,13,3,7,8,0,7,13,4,7
"13892","21401137614",16,4,12,4,8,7,5,8,5,3
"13893","21401137615",16,8,12,8,9,3,11,6,7,5
"13894","21401137616",25,4,7,3,3,13,3,8,5,11
"13895","21401137618",14,3,3,9,3,6,9,0,6,7
"13896","21401137619",6,7,0,0,4,5,7,6,4,9
"13897","21401137620",13,0,8,0,9,5,4,8,5,3
"13898","21401137621",18,12,5,4,6,9,4,9,5,10
"13899","21401137622",19,3,5,9,11,5,12,7,14,8
"13900","21401137623",10,3,4,3,7,7,4,4,7,7
"13901","21401137624",4,4,0,3,3,3,4,3,3,7
"13902","21401137625",18,4,8,3,9,12,6,10,15,12
"13903","21401137626",10,3,5,7,9,4,9,7,5,10
"13904","21401137627",11,5,3,7,5,12,5,6,8,0
"13905","21401137628",0,0,0,0,0,0,0,0,0,0
"13906","21401137629",0,0,0,0,0,0,0,0,0,0
"13907","21401137630",0,0,0,0,0,0,0,0,0,0
"13908","21401137631",24,15,10,13,10,15,9,10,8,11
"13909","21401137632",8,11,0,3,9,16,9,11,8,4
"13910","21402137701",13,0,0,0,0,3,0,0,0,0
"13911","21402137702",5,0,3,0,6,5,8,3,4,9
"13912","21402137703",6,3,5,3,0,0,4,4,0,0
"13913","21402137704",12,0,7,0,0,4,5,8,5,4
"13914","21402137705",19,0,11,5,6,9,5,10,4,0
"13915","21402137706",32,10,3,17,13,12,10,13,14,14
"13916","21402137707",16,4,15,9,13,7,6,7,4,5
"13917","21402137708",10,0,7,0,0,6,0,3,4,0
"13918","21402137709",10,5,6,4,0,8,5,6,9,0
"13919","21402137710",4,0,7,0,3,13,0,3,4,5
"13920","21402137711",6,0,3,0,6,3,4,0,6,5
"13921","21402137712",10,5,3,3,9,8,7,5,8,5
"13922","21402137713",7,0,0,0,10,3,11,4,3,10
"13923","21402137714",5,3,0,0,5,3,0,14,5,3
"13924","21402137715",7,0,6,0,11,3,0,3,5,4
"13925","21402137716",22,11,16,3,11,12,11,8,9,9
"13926","21402137717",10,5,4,0,6,8,3,9,9,0
"13927","21402137718",7,9,0,3,4,5,4,3,0,0
"13928","21402137719",19,12,5,3,8,3,11,3,6,6
"13929","21402137720",10,0,3,0,7,10,8,4,3,4
"13930","21402137721",11,0,4,4,7,5,3,8,4,3
"13931","21402137722",0,6,0,10,0,4,6,3,5,6
"13932","21402137723",4,0,8,0,3,3,4,4,10,0
"13933","21402137724",15,0,0,6,0,8,11,4,11,3
"13934","21402137725",0,7,7,8,8,10,6,3,10,5
"13935","21402137801",3,4,0,0,0,0,0,3,0,0
"13936","21402137802",23,4,4,4,14,4,10,10,5,7
"13937","21402137803",13,0,3,4,9,8,0,7,4,6
"13938","21402137804",7,4,3,4,7,8,0,3,5,3
"13939","21402137805",0,0,0,0,0,0,4,3,0,3
"13940","21402137806",0,0,3,0,0,4,3,4,0,0
"13941","21402137807",15,3,4,6,6,3,11,4,3,5
"13942","21402137808",8,0,6,3,4,3,7,8,0,4
"13943","21402137809",12,0,6,7,0,0,8,4,3,0
"13944","21402137810",3,4,6,3,0,3,4,4,0,4
"13945","21402137811",7,0,5,0,0,0,3,3,3,0
"13946","21402137812",14,0,6,5,8,4,3,8,4,3
"13947","21402137813",0,0,0,0,0,0,0,0,4,0
"13948","21402137814",9,9,0,3,4,5,3,7,0,7
"13949","21402137815",3,0,5,3,0,5,0,5,3,3
"13950","21402137816",3,0,5,0,3,0,0,0,0,0
"13951","21402137817",0,0,0,0,4,0,0,3,0,0
"13952","21402137818",0,3,4,0,6,0,0,0,0,4
"13953","21402137901",3,5,0,4,3,12,0,0,5,3
"13954","21402137902",0,4,0,3,4,11,6,9,4,11
"13955","21402137903",7,0,3,9,9,0,9,0,6,3
"13956","21402137904",0,0,5,4,3,10,3,7,8,13
"13957","21402137905",7,3,0,3,8,3,10,3,4,7
"13958","21402137907",17,6,15,9,18,7,5,7,6,7
"13959","21402137908",12,9,3,0,8,8,4,3,3,3
"13960","21402137912",11,0,0,6,11,3,7,9,4,10
"13961","21402137913",8,0,0,0,11,7,10,10,5,3
"13962","21402137914",7,4,11,8,6,12,8,4,5,7
"13963","21402137915",23,10,8,7,7,0,4,0,5,3
"13964","21402137916",9,0,0,0,3,3,6,4,4,6
"13965","21402137917",9,7,0,0,0,9,3,5,4,10
"13966","21402137918",6,8,7,4,11,12,5,10,6,15
"13967","21402137919",8,3,3,0,5,8,3,8,5,5
"13968","21402137920",5,13,6,5,11,3,9,0,10,5
"13969","21402137921",14,0,8,0,0,9,6,5,4,6
"13970","21402137922",13,0,10,6,11,4,11,10,11,11
"13971","21402137923",9,0,0,5,10,7,9,4,6,9
"13972","21402137924",7,0,14,7,7,8,7,4,9,11
"13973","21402137925",9,0,10,0,3,3,9,4,3,5
"13974","21402137926",14,8,3,0,5,0,4,6,3,0
"13975","21402137927",3,0,0,3,0,0,0,0,0,3
"13976","21402137928",25,0,11,3,6,5,3,4,0,3
"13977","21402137929",14,3,9,14,5,21,10,8,11,9
"13978","21402137930",0,7,11,8,4,10,7,14,11,9
"13979","21402137931",8,0,0,0,3,4,0,3,6,0
"13980","21402137932",3,3,3,3,3,4,7,4,8,3
"13981","21402137933",0,5,3,8,7,21,7,12,15,5
"13982","21402137934",12,4,7,8,9,8,5,5,0,7
"13983","21402137935",15,0,3,6,6,0,8,3,9,8
"13984","21402137936",5,0,5,0,3,0,0,0,0,3
"13985","21402137937",19,3,6,6,4,9,9,7,9,4
"13986","21402137938",6,0,3,0,0,3,0,9,4,0
"13987","21402137939",4,9,0,0,3,5,3,4,3,5
"13988","21402137940",251,35,19,0,5,4,7,3,3,4
"13989","21402137942",0,0,0,0,0,0,0,0,0,0
"13990","21402137943",0,0,0,4,3,3,0,4,6,3
"13991","21402137945",6,4,5,4,10,7,7,14,3,7
"13992","21402137946",0,7,0,0,5,7,4,4,6,10
"13993","21402137947",0,0,0,0,0,0,3,0,0,0
"13994","21402137948",8,3,0,0,0,5,3,6,3,3
"13995","21402137949",7,0,4,3,9,7,7,5,3,13
"13996","21402137950",6,3,6,13,4,9,9,3,9,6
"13997","21402137951",0,0,0,7,8,10,4,6,5,4
"13998","21402137952",0,5,0,0,4,0,0,4,0,0
"13999","21402137953",0,0,4,3,0,5,3,7,4,0
"14000","21402137954",9,0,4,4,5,4,0,3,4,3
"14001","21402137955",7,6,7,10,18,12,3,17,8,6
"14002","21402137956",4,6,3,0,4,6,12,3,7,6
"14003","21402137957",0,0,5,0,5,0,3,4,0,0
"14004","21402137958",6,3,9,15,10,4,9,7,4,10
"14005","21402138101",24,0,9,6,4,6,9,14,9,8
"14006","21402138102",23,13,4,8,10,9,11,18,12,12
"14007","21402138103",8,11,4,0,4,13,10,8,7,6
"14008","21402138104",6,0,7,6,3,9,9,3,3,11
"14009","21402138105",9,6,6,10,3,13,9,8,13,8
"14010","21402138106",18,5,8,6,17,8,10,8,13,16
"14011","21402138107",20,3,0,0,5,5,5,3,6,5
"14012","21402138108",0,0,3,0,0,0,5,0,0,0
"14013","21402138109",4,3,6,3,3,6,0,4,3,3
"14014","21402138110",11,0,6,8,10,11,0,0,9,4
"14015","21402138111",12,5,3,0,8,8,0,5,4,0
"14016","21402138112",13,8,12,4,12,4,10,7,4,10
"14017","21402138113",12,4,4,7,9,11,12,13,13,13
"14018","21402138114",11,9,12,8,7,7,16,13,15,10
"14019","21402138115",16,13,3,11,9,9,14,11,13,8
"14020","21402138116",19,3,6,20,6,11,8,3,18,7
"14021","21402138117",10,6,3,4,7,6,3,4,3,10
"14022","21402138118",14,7,0,9,5,8,3,3,7,8
"14023","21402138119",0,0,3,0,5,0,5,6,3,8
"14024","21402138120",25,10,7,18,5,12,0,12,8,15
"14025","21402138121",30,5,6,13,6,0,3,10,0,0
"14026","21402138122",13,4,8,8,8,14,10,4,10,10
"14027","21402138123",26,10,10,13,9,7,9,12,3,9
"14028","21402138124",17,13,13,12,13,12,19,14,8,11
"14029","21402138125",24,11,12,11,15,4,11,14,3,12
"14030","21402138126",8,0,7,5,0,3,8,0,4,5
"14031","21402138127",3,0,0,3,6,0,9,5,5,9
"14032","21402138128",0,0,3,0,0,3,0,3,0,0
"14033","21402138129",23,11,3,5,5,5,8,7,5,9
"14034","21402138130",8,4,8,15,9,11,7,11,4,6
"14035","21402138131",6,9,0,4,6,6,7,9,4,10
"14036","21402138132",27,12,3,10,15,9,13,11,7,6
"14037","21402138133",21,3,0,11,8,5,0,0,4,10
"14038","21402138134",40,15,19,17,7,13,4,13,7,6
"14039","21402138135",16,12,7,4,15,10,15,9,4,14
"14040","21402138136",22,5,6,10,11,5,5,3,0,7
"14041","21402138137",8,10,3,3,10,12,14,7,7,9
"14042","21402138138",17,3,8,0,4,8,7,10,0,11
"14043","21402138139",16,6,5,7,5,11,12,16,9,15
"14044","21402138140",6,0,4,0,4,9,4,4,6,4
"14045","21402138141",5,7,0,0,9,4,0,9,6,0
"14046","21402138142",22,3,5,7,7,8,10,3,15,3
"14047","21402138143",3,7,7,0,11,3,12,13,13,14
"14048","21402138144",16,0,6,7,10,10,8,4,5,6
"14049","21402138201",14,9,12,4,9,15,11,8,9,10
"14050","21402138202",6,3,0,3,8,5,3,14,6,8
"14051","21402138203",22,4,12,4,4,12,5,9,7,6
"14052","21402138204",21,10,9,11,6,9,12,4,13,7
"14053","21402138205",0,0,0,0,0,0,0,0,0,0
"14054","21402138206",7,0,7,10,0,15,5,10,11,10
"14055","21402138207",17,5,0,3,5,4,0,0,0,3
"14056","21402138208",11,8,8,6,16,10,11,0,15,4
"14057","21402138209",14,5,3,6,7,4,7,12,5,13
"14058","21402138210",8,8,5,3,5,5,3,3,6,5
"14059","21402138211",14,7,7,6,13,5,8,6,7,0
"14060","21402138212",6,3,4,0,7,6,9,9,6,13
"14061","21402138213",6,4,4,6,11,4,9,10,11,10
"14062","21402138214",3,5,0,0,0,10,7,9,9,0
"14063","21402138215",27,9,9,15,7,8,4,8,9,9
"14064","21402138216",31,8,15,11,15,7,12,14,11,17
"14065","21402138217",20,12,16,13,12,14,10,12,18,12
"14066","21402138218",11,8,9,4,8,12,7,10,6,8
"14067","21402138219",15,3,10,10,11,4,12,8,12,10
"14068","21402138220",19,12,10,9,4,16,12,12,9,12
"14069","21402138221",16,0,10,8,4,9,6,12,11,12
"14070","21402138222",19,5,5,3,10,4,11,4,6,9
"14071","21402138223",10,0,5,8,9,12,6,9,4,10
"14072","21402138224",17,11,19,4,9,16,22,24,10,13
"14073","21402138225",17,0,7,4,10,11,8,5,3,6
"14074","21402138226",7,6,3,4,4,3,3,4,6,0
"14075","21402138227",6,0,12,6,3,4,4,0,0,3
"14076","21402138228",19,14,12,6,14,18,18,14,10,14
"14077","21402138229",12,8,8,13,7,15,14,0,10,21
"14078","21402138230",20,4,6,6,6,11,15,3,9,3
"14079","21402138231",17,5,4,4,7,3,13,8,6,8
"14080","21402138232",12,7,11,10,14,4,11,12,3,9
"14081","21402138233",41,15,12,25,14,19,18,17,13,14
"14082","21402138234",16,0,0,0,4,6,0,5,3,4
"14083","21402138235",12,10,12,0,9,5,13,6,4,3
"14084","21402138236",19,3,8,0,9,9,12,8,7,5
"14085","21402138237",10,3,5,3,4,3,7,7,4,9
"14086","21402138238",21,4,9,9,3,7,13,6,15,10
"14087","21402138239",12,6,8,0,10,6,9,9,7,5
"14088","21402138240",14,5,6,3,4,7,5,8,11,4
"14089","21402138301",0,0,0,0,5,0,0,0,0,0
"14090","21402138302",15,0,0,5,11,4,9,3,3,4
"14091","21402138303",3,0,10,6,0,4,5,3,3,7
"14092","21402138304",4,5,0,3,0,0,0,4,0,0
"14093","21402138305",3,0,0,4,5,6,4,3,7,8
"14094","21402138306",19,3,0,8,3,7,6,13,12,5
"14095","21402138308",0,0,0,0,0,0,0,0,0,0
"14096","21402138309",0,9,0,0,0,6,3,3,3,0
"14097","21402138310",0,3,0,0,3,7,5,5,3,4
"14098","21402138311",6,3,3,7,0,0,5,4,8,4
"14099","21402138312",8,4,5,4,7,3,3,9,3,7
"14100","21402138313",0,0,0,0,3,0,5,0,9,3
"14101","21402138314",10,3,4,3,3,5,7,3,0,0
"14102","21402138315",5,4,4,3,4,0,5,0,0,0
"14103","21402138316",0,0,0,0,0,5,3,5,9,4
"14104","21402138317",8,0,3,0,9,6,8,4,10,4
"14105","21402138318",7,3,0,5,0,6,5,4,3,3
"14106","21402138319",15,8,0,6,0,9,6,3,3,3
"14107","21402138320",4,9,8,0,6,6,3,3,3,3
"14108","21402138321",0,8,3,6,5,3,3,8,6,5
"14109","21402138322",0,9,0,0,5,3,9,0,3,0
"14110","21402138323",9,3,0,4,5,9,6,9,10,13
"14111","21402138324",8,0,4,0,6,7,6,0,8,4
"14112","21402138325",8,0,0,0,3,11,9,4,6,6
"14113","21402138327",3,0,0,0,8,0,5,3,3,3
"14114","21402138328",4,4,3,4,4,4,5,10,12,10
"14115","21402138329",0,0,10,8,4,5,3,3,6,0
"14116","21402138330",0,0,5,0,4,0,0,0,0,0
"14117","21402138331",7,0,5,5,0,0,5,0,3,7
"14118","21402138332",6,4,0,0,8,7,3,6,8,5
"14119","21402138333",0,3,0,0,6,0,0,9,5,0
"14120","21402138334",5,3,3,6,7,3,8,0,7,3
"14121","21402138335",4,5,0,0,11,3,3,4,7,11
"14122","21402138336",0,0,0,3,5,3,3,0,0,6
"14123","21402138337",3,0,0,0,4,15,6,6,4,14
"14124","21402138338",0,0,4,0,4,4,0,3,0,0
"14125","21402138339",8,0,5,8,5,12,3,4,6,4
"14126","21402138340",0,0,0,0,0,0,0,0,0,0
"14127","21402138341",3,0,0,0,0,0,0,0,0,4
"14128","21402138342",10,0,8,12,9,5,13,8,11,10
"14129","21402138343",0,0,3,7,5,7,9,11,9,3
"14130","21402138344",7,5,9,3,10,9,10,4,4,10
"14131","21402138345",3,0,0,0,3,0,0,6,0,0
"14132","21402138346",20,0,0,4,5,8,0,6,5,0
"14133","21402138347",8,7,5,0,7,4,6,3,10,0
"14134","21402138348",7,0,4,0,3,5,0,0,4,0
"14135","21402138402",0,0,0,0,3,7,0,0,0,0
"14136","21402138403",0,0,0,0,0,6,5,3,0,3
"14137","21402138404",3,3,3,0,0,3,6,0,6,9
"14138","21402138406",0,0,0,0,0,0,0,0,0,0
"14139","21402138407",0,0,0,0,0,0,0,0,0,0
"14140","21402138409",8,10,8,7,4,5,11,5,7,4
"14141","21402138410",13,0,0,0,8,9,0,10,5,0
"14142","21402138411",3,0,0,3,10,0,0,3,6,4
"14143","21402138412",0,3,0,4,3,4,0,5,8,3
"14144","21402138413",4,0,0,3,5,4,6,0,3,5
"14145","21402138415",5,0,0,0,3,3,0,0,4,4
"14146","21402138417",9,0,3,0,3,4,0,7,4,10
"14147","21402138419",10,10,0,0,9,4,5,3,0,3
"14148","21402138420",8,0,7,3,4,5,3,8,4,0
"14149","21402138421",3,0,0,0,0,6,3,0,7,8
"14150","21402138422",9,0,4,4,0,4,8,0,3,4
"14151","21402138424",18,5,9,5,11,8,8,11,13,5
"14152","21402138425",10,3,0,0,9,6,3,11,6,9
"14153","21402138426",5,0,0,13,0,3,3,5,10,0
"14154","21402138427",0,0,8,0,6,5,3,3,9,4
"14155","21402138428",0,4,0,5,4,0,7,4,3,0
"14156","21402138430",0,0,0,0,3,3,0,3,0,7
"14157","21402138432",3,3,3,0,9,10,5,16,6,8
"14158","21402138433",0,3,0,0,5,0,0,4,0,3
"14159","21402138434",0,3,7,0,5,4,5,8,4,11
"14160","21402138435",3,0,10,0,0,5,8,4,12,3
"14161","21402138436",22,0,3,9,8,5,13,3,7,10
"14162","21402138437",0,0,0,0,0,0,3,0,3,5
"14163","21402138438",4,3,7,0,4,3,3,0,4,3
"14164","21402138439",9,8,3,3,0,6,3,3,0,3
"14165","21402138440",16,0,7,0,3,4,5,0,0,3
"14166","21402138441",12,5,5,0,9,5,7,4,3,7
"14167","21402138442",0,4,6,5,9,4,8,3,0,4
"14168","21402138443",4,6,5,0,4,4,8,6,5,7
"14169","21402138444",5,0,3,0,3,3,0,6,0,4
"14170","21402138445",3,3,0,0,0,0,3,0,0,0
"14171","21402138446",7,0,0,4,0,3,0,6,4,6
"14172","21402138447",14,7,5,0,3,4,5,5,0,4
"14173","21402138448",25,12,17,10,13,18,17,17,22,12
"14174","21402138449",4,3,7,0,3,0,4,0,4,0
"14175","21402138450",9,0,4,3,9,4,4,4,8,0
"14176","21402138451",0,3,5,0,0,0,0,0,5,4
"14177","21402138452",0,3,0,4,4,8,9,3,12,11
"14178","21402138453",7,3,4,4,7,3,12,4,12,8
"14179","21402138454",0,0,7,0,5,3,8,3,3,0
"14180","21402138455",0,0,5,0,3,3,3,0,3,0
"14181","21402138456",8,0,3,3,4,7,3,0,0,4
"14182","21402138457",3,0,4,0,0,3,0,0,0,0
"14183","21402138458",4,4,0,3,0,3,6,4,0,4
"14184","21402138459",4,7,0,3,0,4,0,0,0,4
"14185","21402138460",0,0,0,0,0,0,3,0,3,3
"14186","21402138461",8,0,0,4,0,5,0,3,7,0
"14187","21402138462",0,5,3,0,6,0,5,0,6,4
"14188","21402138463",5,0,0,0,7,0,3,4,5,0
"14189","21402138464",0,0,0,0,0,0,0,0,0,0
"14190","21402138465",0,8,0,0,0,0,0,0,3,0
"14191","21402138466",0,0,0,0,3,0,3,5,6,7
"14192","21402138467",0,0,0,0,5,7,3,3,4,0
"14193","21402138468",0,8,0,0,4,6,4,3,5,0
"14194","21402138469",0,0,9,0,3,0,0,0,0,0
"14195","21402138470",0,0,0,0,4,3,0,0,0,0
"14196","21402138501",13,8,3,0,7,4,0,3,3,3
"14197","21402138502",3,0,6,6,8,9,3,3,0,0
"14198","21402138503",12,0,4,6,7,4,6,0,11,6
"14199","21402138504",9,0,4,3,0,3,0,4,0,0
"14200","21402138505",0,4,3,0,4,0,0,6,0,3
"14201","21402138506",19,6,0,4,3,8,10,4,4,5
"14202","21402138507",7,0,8,0,4,0,4,0,5,0
"14203","21402138508",0,3,9,8,5,0,9,3,4,7
"14204","21402138509",0,0,0,0,0,0,7,5,6,6
"14205","21402138510",17,0,0,8,0,0,0,3,0,0
"14206","21402138511",15,10,16,0,7,12,8,14,14,7
"14207","21402138512",7,11,5,8,3,4,6,4,4,3
"14208","21402138513",6,0,3,0,4,7,4,8,3,3
"14209","21402138514",0,0,0,9,6,7,6,4,11,6
"14210","21402138515",15,4,0,0,3,3,3,4,0,3
"14211","21402138516",15,4,9,8,9,10,3,11,6,8
"14212","21402138517",0,6,0,0,6,12,5,18,7,11
"14213","21402138518",3,0,0,3,4,8,4,0,7,3
"14214","21402138519",7,0,3,3,3,9,0,10,3,6
"14215","21402138520",0,0,0,0,0,0,3,0,0,0
"14216","21402138521",13,0,3,4,0,4,0,5,0,3
