"","sa1reg","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"492","20201102003",12,3,6,0,4,0,0,6,0,8
"493","20201102004",5,3,0,3,5,6,0,4,4,5
"494","20201102005",4,4,5,6,0,0,3,3,5,9
"495","20201102006",7,4,0,0,5,0,10,6,5,3
"496","20201102007",9,0,0,8,0,7,0,4,0,0
"497","20201102008",6,0,0,0,3,3,0,7,0,4
"498","20201102009",8,3,5,0,4,10,5,3,3,10
"499","20201102010",3,8,13,0,6,4,9,3,3,8
"500","20201102011",13,10,8,10,5,12,4,7,7,3
"501","20201102012",3,0,4,4,4,9,9,3,3,3
"502","20201102013",3,4,0,3,7,0,3,4,4,9
"503","20201102014",3,0,4,0,0,3,3,3,3,4
"504","20201102015",4,0,0,3,0,7,0,10,4,4
"505","20201102016",0,0,3,3,4,0,0,3,3,7
"506","20201102017",13,7,0,0,3,0,3,5,0,0
"507","20201102018",5,5,6,0,10,6,9,3,6,10
"508","20201102019",3,8,3,3,0,5,11,6,3,4
"509","20201102020",7,0,6,0,8,0,5,0,3,3
"510","20201102021",18,9,7,8,6,6,4,10,3,5
"511","20201102022",6,0,3,3,9,0,5,0,0,0
"512","20201102023",3,0,0,0,0,4,0,0,0,0
"513","20201102024",0,3,0,3,0,0,0,3,3,3
"514","20201102025",20,6,7,5,9,4,9,0,3,3
"515","20201102026",7,7,3,4,0,8,10,7,5,3
"516","20201102027",3,3,0,0,4,0,3,0,0,0
"517","20201102028",8,7,7,5,11,0,5,8,3,8
"518","20201102029",17,0,0,3,7,5,11,6,3,3
"519","20201102030",0,0,0,4,6,0,15,5,4,4
"520","20201102031",9,0,3,4,4,5,3,5,5,9
"521","20201102032",6,4,0,3,3,6,5,4,6,0
"522","20201102033",10,8,7,0,3,6,0,3,0,8
"523","20201102034",59,3,0,14,6,6,5,0,7,9
"524","20201102035",12,0,3,12,4,6,3,3,3,5
"525","20201102036",18,0,4,4,0,4,4,0,4,7
"526","20201102037",0,0,0,0,0,0,0,0,0,0
"527","20201102038",8,4,0,3,4,4,6,3,4,5
"528","20201102039",0,0,0,0,0,0,0,0,0,0
"529","20201102101",6,0,0,0,6,3,4,4,5,5
"530","20201102102",4,4,3,4,6,4,7,3,4,3
"531","20201102103",24,8,3,3,9,5,3,5,0,3
"532","20201102104",24,0,6,6,6,11,6,0,7,8
"533","20201102105",14,4,0,5,4,4,4,5,3,0
"534","20201102106",3,6,5,7,8,3,5,0,0,4
"535","20201102107",32,3,7,9,8,6,6,3,8,7
"536","20201102108",101,3,0,0,0,3,3,0,0,0
"537","20201102109",7,4,4,0,4,3,8,3,6,6
"538","20201102110",13,12,4,12,10,6,6,4,8,6
"539","20201102111",3,0,0,4,9,12,3,6,9,5
"540","20201102112",11,3,6,3,5,7,0,3,5,4
"541","20201102113",0,0,0,3,3,3,13,11,11,5
"542","20201102114",4,0,5,4,8,3,14,8,8,7
"543","20201102115",23,3,8,11,15,9,4,10,13,6
"544","20201102116",0,5,0,3,3,8,3,4,4,4
"545","20201102117",7,3,4,5,4,11,8,6,6,11
"546","20201102118",22,0,11,5,7,3,5,6,4,8
"547","20201102119",34,0,0,10,8,0,3,9,8,8
"548","20201102120",4,4,0,4,5,0,0,0,5,0
"549","20201102121",13,4,0,0,4,0,0,0,0,4
"550","20201102122",4,0,3,8,6,3,3,0,5,0
"551","20201102123",0,0,0,0,0,0,0,0,0,0
"552","20201102124",0,0,0,0,0,0,0,0,0,0
"553","20201102125",6,5,8,5,9,9,4,3,0,0
"554","20201102126",17,0,9,5,10,12,3,3,6,7
"555","20201102127",0,0,0,0,0,0,0,0,0,0
"556","20201102201",0,3,0,6,4,3,3,6,5,6
"557","20201102202",11,3,10,4,9,8,3,5,6,9
"558","20201102203",0,0,0,0,3,0,0,0,0,0
"559","20201102204",10,0,4,4,3,4,3,10,5,3
"560","20201102205",9,3,0,4,7,4,4,3,6,3
"561","20201102206",4,4,8,6,10,9,5,9,3,4
"562","20201102208",13,0,5,0,6,5,0,5,6,3
"563","20201102209",8,3,0,3,9,4,3,5,4,4
"564","20201102210",14,0,5,4,5,0,4,3,4,0
"565","20201102211",7,4,0,0,6,10,7,5,0,6
"566","20201102212",15,9,8,5,11,4,10,8,4,11
"567","20201102213",0,0,0,0,0,0,0,0,0,0
"568","20201102214",10,0,0,0,3,0,6,4,0,3
"569","20201102215",5,0,0,0,4,0,3,0,3,3
"570","20201102216",28,9,10,0,13,14,4,6,12,12
"571","20201102217",0,0,0,3,3,0,5,4,4,5
"572","20201102218",7,0,0,7,6,3,6,7,7,10
"573","20201102219",10,3,0,0,9,7,4,0,9,0
"574","20201102220",0,0,0,0,0,3,3,0,4,0
"575","20201102221",5,0,5,0,3,5,0,0,4,0
"576","20201102222",25,21,12,4,13,10,7,8,14,12
"577","20201102223",5,6,8,0,6,9,10,8,3,4
"578","20201102224",3,3,6,5,3,10,6,5,6,4
"579","20201102225",11,17,10,4,5,7,7,0,3,3
"580","20201102226",0,11,0,3,6,0,5,4,0,9
"581","20201102227",26,0,14,7,5,6,7,5,8,7
"582","20201102228",13,5,5,7,9,5,4,3,12,9
"583","20201102229",12,6,12,4,3,14,13,9,6,4
"584","20201102230",7,0,3,4,0,0,4,0,4,0
"585","20201102231",10,4,11,0,3,4,6,3,3,3
"586","20201102232",10,13,3,7,4,7,5,7,16,8
"587","20201102233",7,3,0,8,3,5,9,0,0,3
"588","20201102234",5,0,9,0,7,7,0,3,3,3
"589","20201102235",0,0,4,3,8,3,8,9,12,0
"590","20201102236",9,8,3,17,15,7,13,8,18,10
"591","20201102237",7,0,4,5,4,9,3,10,9,4
"592","20201102238",4,0,7,0,0,0,4,0,4,0
"593","20201102239",14,3,0,5,5,4,0,4,3,3
"594","20201102240",0,0,0,3,3,0,0,0,0,0
"595","20201102241",11,6,6,0,10,10,11,7,6,6
"596","20201102242",0,0,0,4,5,6,0,5,0,3
"597","20201102243",0,5,0,0,0,3,0,4,4,3
"598","20201102244",7,0,0,5,5,3,6,0,6,3
"599","20201102245",16,12,12,6,22,13,10,15,20,22
"600","20201102301",19,13,7,8,5,7,11,11,8,7
"601","20201102302",14,11,10,15,7,12,8,11,7,6
"602","20201102305",8,7,14,16,17,15,9,14,6,8
"603","20201102306",11,0,3,5,3,5,5,6,3,4
"604","20201102307",3,3,8,0,9,10,9,9,5,17
"605","20201102308",24,11,4,12,10,10,10,14,9,17
"606","20201102309",11,0,0,0,10,4,7,5,6,10
"607","20201102310",22,0,8,11,15,14,20,15,14,24
"608","20201102311",29,18,7,17,22,8,22,12,22,15
"609","20201102312",13,4,5,4,10,14,12,10,9,14
"610","20201102402",0,0,5,0,8,12,10,8,3,3
"611","20201102403",6,3,7,4,10,3,0,8,0,6
"612","20201102405",12,7,5,15,8,15,17,16,15,17
"613","20201102407",15,9,7,4,11,12,7,8,9,7
"614","20201102408",30,10,22,10,14,9,15,16,9,21
"615","20201102409",25,4,16,4,18,11,12,13,14,10
"616","20201102410",21,13,16,12,15,19,19,26,15,15
"617","20201102411",11,7,9,3,3,5,3,3,10,5
"618","20201102412",12,4,4,0,6,7,11,9,5,9
"619","20201102413",10,4,7,4,4,4,5,6,4,4
"620","20201102415",8,0,3,0,5,0,10,0,0,5
"621","20201102417",0,0,0,0,0,0,0,0,0,0
"622","20201102418",24,8,16,15,25,18,17,24,24,13
"623","20201102419",13,6,17,13,12,7,7,4,3,6
"624","20201102421",17,12,13,8,14,18,14,13,15,15
"625","20201102422",10,0,3,0,0,3,5,5,3,8
"626","20201102423",16,7,13,3,6,5,3,13,6,7
"627","20201102424",15,6,15,7,12,13,6,12,9,15
"628","20201102425",10,0,0,3,5,7,9,3,8,5
"629","20201102426",7,5,4,4,7,7,6,5,5,6
"630","20201102427",11,10,9,10,8,7,13,13,14,11
"631","20201102428",4,8,0,0,0,0,4,4,7,4
"632","20201102501",13,9,7,7,14,15,12,10,3,6
"633","20201102502",30,3,10,15,7,12,9,5,5,9
"634","20201102503",15,0,3,19,9,8,6,8,13,12
"635","20201102504",5,4,0,5,5,10,3,3,10,3
"636","20201102505",14,0,0,0,5,0,7,12,9,3
"637","20201102506",0,0,8,0,0,8,0,0,3,6
"638","20201102507",0,0,0,0,0,0,0,0,0,0
"639","20201102509",7,8,17,4,12,19,10,13,12,17
"640","20201102510",24,3,9,0,5,6,9,8,5,7
"641","20201102511",7,8,0,3,0,7,9,0,4,0
"642","20201102512",7,0,3,10,11,14,15,8,11,15
"643","20201102514",9,12,0,12,11,7,6,8,5,11
"644","20201102515",3,0,4,5,7,5,6,0,5,9
"645","20201102517",15,3,3,4,12,8,11,11,4,12
"646","20201102519",0,7,0,3,5,7,0,8,4,10
"647","20201102520",12,9,0,7,4,10,4,12,12,10
"648","20201102521",8,4,12,5,7,11,9,9,14,5
"649","20201102522",17,3,7,0,3,9,0,6,7,3
"650","20201102523",11,12,9,5,5,3,10,8,4,15
"651","20201102524",11,3,11,3,3,6,5,8,22,12
"652","20201102525",3,0,5,3,4,9,3,3,4,0
"653","20201102526",14,0,8,0,7,9,3,3,5,12
"654","20201102527",17,9,10,3,8,5,9,6,14,10
"655","20201102528",15,0,6,6,11,8,8,13,6,17
"656","20201102529",3,4,0,0,7,10,8,3,8,11
"657","20201102530",7,3,3,0,3,3,6,4,5,6
"658","20201102531",13,11,4,6,10,11,15,11,14,11
"659","20201102532",22,5,9,4,3,5,9,9,4,3
"660","20201102533",8,0,6,0,3,7,0,7,6,6
"661","20202102601",19,7,5,4,9,9,6,10,8,10
"662","20202102602",12,0,8,6,3,9,8,3,7,5
"663","20202102603",15,11,7,10,13,8,7,9,9,11
"664","20202102604",25,3,5,6,6,0,3,8,5,7
"665","20202102605",10,6,6,0,7,9,9,11,8,8
"666","20202102606",4,5,0,3,4,10,3,4,9,6
"667","20202102607",3,7,8,3,3,3,9,0,3,3
"668","20202102608",22,19,14,6,15,15,20,22,28,28
"669","20202102609",10,0,4,0,5,0,3,3,7,0
"670","20202102610",13,0,4,4,4,9,8,5,3,4
"671","20202102611",10,10,9,3,4,9,6,4,12,5
"672","20202102612",8,4,0,0,3,6,8,5,9,3
"673","20202102613",16,14,12,14,13,12,15,5,13,8
"674","20202102614",5,3,0,3,4,3,6,5,6,6
"675","20202102615",3,3,0,0,5,0,0,3,4,5
"676","20202102616",3,3,6,0,5,9,9,5,8,0
"677","20202102617",4,0,0,0,3,0,0,6,0,4
"678","20202102618",6,7,0,3,6,5,8,9,3,4
"679","20202102619",20,3,9,10,9,9,15,6,4,11
"680","20202102701",3,4,0,7,5,6,3,3,3,3
"681","20202102702",4,0,0,0,4,3,5,5,9,0
"682","20202102703",0,0,0,0,0,0,0,0,0,0
"683","20202102704",0,3,0,0,5,4,0,5,0,4
"684","20202102705",10,0,4,0,7,4,8,5,4,5
"685","20202102706",10,0,3,3,3,3,0,0,3,0
"686","20202102707",11,9,6,4,6,0,3,3,5,4
"687","20202102708",11,8,8,6,18,4,14,11,3,12
"688","20202102709",23,9,4,10,5,4,13,3,0,3
"689","20202102710",5,0,0,0,9,5,5,6,8,5
"690","20202102711",0,0,0,3,3,0,9,7,4,0
"691","20202102712",0,0,5,0,12,3,0,4,3,4
"692","20202102713",4,6,8,3,4,6,6,4,6,4
"693","20202102714",4,0,0,3,7,4,9,9,6,4
"694","20202102715",0,3,4,0,6,7,3,3,6,0
"695","20202102716",5,4,0,0,0,0,0,0,0,0
"696","20202102717",3,0,0,0,5,4,0,4,0,4
"697","20202102718",0,0,0,0,0,5,3,0,0,0
"698","20202102719",0,3,0,8,4,5,4,9,5,4
"699","20202102720",0,0,0,3,3,0,3,0,3,0
"700","20202102721",8,13,6,3,12,11,13,11,5,10
"701","20202102722",0,0,0,0,3,5,0,0,4,0
"702","20202102723",4,0,3,0,0,3,0,0,0,3
"703","20202102724",9,0,0,3,5,3,10,3,0,4
"704","20202102725",5,4,4,3,10,4,0,11,5,5
"705","20202102726",17,3,0,0,4,6,3,4,7,3
"706","20202102727",3,6,3,3,5,5,3,8,9,3
"707","20202102801",0,3,5,4,5,7,4,4,3,6
"708","20202102802",7,0,5,11,4,7,8,0,8,0
"709","20202102803",0,6,5,0,5,3,3,9,9,0
"710","20202102804",0,0,3,0,0,0,3,0,0,0
"711","20202102805",7,3,0,0,3,0,4,5,3,0
"712","20202102806",5,0,8,0,4,0,3,4,0,0
"713","20202102807",6,0,0,4,0,5,3,9,3,3
"714","20202102808",8,4,3,0,6,4,3,13,5,9
"715","20202102809",0,0,0,0,0,0,0,0,3,0
"716","20202102810",5,0,0,0,4,3,5,0,0,6
"717","20202102811",10,0,12,0,4,5,0,0,3,3
"718","20202102812",0,0,3,4,0,0,5,3,5,0
"719","20202102813",3,5,0,7,4,3,10,4,3,9
"720","20202102814",3,0,3,0,0,3,7,8,6,3
"721","20202102815",16,6,9,4,5,3,4,5,3,3
"722","20202102816",4,5,0,3,3,8,4,5,5,7
"723","20202102817",4,0,4,3,3,3,3,0,4,5
"724","20202102818",0,6,6,5,7,0,0,0,0,0
"725","20202102819",4,0,5,0,4,3,3,7,3,0
"726","20202102820",10,4,4,10,4,6,5,4,7,0
"727","20202102821",5,3,0,0,0,0,0,0,3,5
"728","20202102822",0,0,0,0,3,0,3,0,6,4
"729","20202102823",6,3,4,3,9,3,5,0,0,0
"730","20202102824",13,11,10,3,9,3,0,5,8,7
"731","20202102825",0,0,4,0,0,0,5,0,0,4
"732","20202102826",5,0,3,0,6,8,6,3,8,4
"733","20202102901",0,0,0,3,5,0,7,0,3,0
"734","20202102902",0,0,0,0,0,0,0,0,0,3
"735","20202102903",7,0,4,3,4,3,9,5,3,9
"736","20202102904",3,0,3,5,7,6,0,0,4,7
"737","20202102905",3,0,4,4,3,3,3,5,6,3
"738","20202102906",6,0,3,6,0,9,8,0,4,4
"739","20202102907",0,0,3,4,8,0,5,0,3,3
"740","20202102908",0,0,0,0,3,0,0,5,4,0
"741","20202102909",10,0,0,0,0,5,0,5,0,3
"742","20202102910",0,0,0,0,0,0,7,6,6,3
"743","20202102911",10,0,0,10,17,14,7,12,15,4
"744","20202102912",3,0,0,0,3,0,3,9,7,4
"745","20202102913",6,3,5,5,7,6,4,6,3,4
"746","20202103001",8,3,3,7,6,4,6,5,3,13
"747","20202103002",7,7,0,4,3,4,9,9,8,8
"748","20202103003",29,5,4,0,14,7,14,8,9,6
"749","20202103004",11,7,7,8,6,11,10,3,7,11
"750","20202103005",5,0,4,3,0,0,8,5,11,5
"751","20202103006",3,5,5,0,4,5,6,7,0,5
"752","20202103007",10,4,6,11,7,7,15,6,5,8
"753","20202103008",4,0,3,0,0,3,5,0,5,0
"754","20202103009",6,0,7,0,6,3,5,3,8,9
"755","20202103010",0,3,5,0,7,5,4,5,4,7
"756","20202103011",9,0,3,4,3,3,5,0,3,6
"757","20202103012",8,7,7,4,5,9,8,7,8,6
"758","20202103013",7,3,0,3,7,9,3,7,4,5
"759","20202103014",7,0,0,0,3,0,0,0,0,6
"760","20202103015",4,0,0,5,4,0,0,4,5,3
"761","20202103016",3,0,3,0,3,4,7,4,6,6
"762","20202103018",11,0,6,3,6,0,3,4,8,0
"763","20202103019",9,5,3,7,6,5,5,0,14,6
"764","20202103020",35,10,11,11,12,6,13,7,7,21
"765","20202103021",11,0,9,8,0,7,9,6,6,6
"766","20202103022",0,0,0,0,0,0,0,0,0,0
"767","20202103023",15,0,4,0,9,8,10,5,8,11
"768","20202103024",11,0,0,5,0,6,5,7,3,6
"769","20202103025",3,0,0,0,4,6,5,0,4,3
"770","20202103101",16,7,6,4,8,13,13,11,10,8
"771","20202103102",11,6,13,9,15,13,20,15,16,14
"772","20202103104",7,6,5,6,3,8,3,11,5,7
"773","20202103105",17,16,5,12,8,12,12,11,0,8
"774","20202103106",9,3,14,6,11,6,13,4,9,4
"775","20202103107",11,0,7,11,7,8,13,6,11,11
"776","20202103108",4,0,3,0,0,0,0,0,4,0
"777","20202103109",11,0,0,9,4,4,7,9,4,14
"778","20202103110",9,6,0,8,3,3,3,8,4,7
"779","20202103111",10,14,9,15,9,9,6,14,12,9
"780","20202103112",0,0,0,6,0,5,3,7,3,10
"781","20202103113",12,14,9,7,8,9,10,11,13,10
"782","20202103114",3,0,3,3,10,4,5,4,4,9
"783","20202103115",3,0,9,0,8,3,11,4,7,3
"784","20202103116",6,14,3,10,7,4,5,3,6,7
"785","20202103117",0,0,0,0,0,0,0,0,0,0
"786","20202103118",17,4,11,6,6,3,4,9,4,7
"787","20203103201",20,10,8,5,17,5,12,7,7,5
"788","20203103202",0,0,0,0,4,0,7,5,0,8
"789","20203103203",14,3,0,0,3,4,3,0,0,9
"790","20203103204",8,10,0,3,4,0,6,0,0,0
"791","20203103205",9,3,4,5,6,7,6,8,0,10
"792","20203103206",16,4,0,5,7,3,11,9,0,6
"793","20203103207",19,4,3,7,4,4,7,13,8,5
"794","20203103208",0,0,0,0,9,10,5,6,3,6
"795","20203103209",5,0,0,0,4,8,0,3,0,5
"796","20203103210",6,0,6,0,3,0,4,4,6,3
"797","20203103211",10,3,3,7,6,16,12,10,9,9
"798","20203103212",3,0,0,0,4,4,9,3,3,0
"799","20203103213",14,0,0,0,3,0,8,7,0,8
"800","20203103301",3,5,9,3,7,7,10,8,8,4
"801","20203103302",3,0,4,4,0,3,8,3,4,0
"802","20203103303",8,0,4,0,6,0,0,0,0,0
"803","20203103304",5,0,0,4,4,0,3,4,6,3
"804","20203103305",3,0,3,3,8,4,8,4,5,7
"805","20203103306",3,4,4,5,0,3,6,6,3,4
"806","20203103307",4,7,3,0,0,0,3,4,3,0
"807","20203103308",0,0,5,0,0,3,6,3,3,4
"808","20203103309",0,0,0,3,0,0,3,0,8,0
"809","20203103310",0,0,4,3,0,5,0,0,0,4
"810","20203103311",3,0,0,0,0,0,0,0,0,4
"811","20203103312",7,4,3,0,0,6,0,4,0,7
"812","20203103313",9,11,8,9,8,7,9,8,4,0
"813","20203103314",0,0,0,3,0,3,5,0,0,0
"814","20203103315",3,0,6,7,6,4,6,7,3,9
"815","20203103316",4,0,3,0,3,8,11,10,6,6
"816","20203103317",3,0,5,0,11,9,8,15,3,9
"817","20203103318",0,3,4,0,5,5,5,3,5,6
"818","20203103319",0,0,3,0,0,7,3,0,0,9
"819","20203103320",0,0,0,0,5,6,3,4,0,0
"820","20203103321",6,4,0,0,0,3,4,0,0,0
"821","20203103322",0,3,4,0,0,0,4,3,7,5
"822","20301103401",13,10,4,10,8,19,14,9,6,16
"823","20301103402",29,6,9,20,19,14,21,16,21,28
"824","20301103403",14,7,6,4,0,11,6,8,3,18
"825","20301103404",20,19,6,14,13,7,10,10,4,3
"826","20301103407",8,6,14,9,11,7,9,8,13,12
"827","20301103408",6,0,3,0,0,3,3,6,0,3
"828","20301103411",9,0,4,3,13,8,5,3,0,3
"829","20301103412",22,17,12,14,20,22,22,29,13,20
"830","20301103413",20,9,12,10,13,14,13,16,14,16
"831","20301103414",0,0,0,0,4,0,0,6,4,0
"832","20301103415",9,0,4,11,3,15,6,12,18,7
"833","20301103416",6,0,3,0,5,0,5,5,0,0
"834","20301103417",30,13,17,6,14,29,21,14,19,25
"835","20301103501",11,13,4,6,14,5,3,3,9,4
"836","20301103502",4,3,7,0,4,10,11,4,3,4
"837","20301103503",14,8,6,10,13,7,7,15,4,12
"838","20301103504",8,5,5,7,3,3,3,5,6,0
"839","20301103505",4,6,4,3,7,11,8,5,4,13
"840","20301103506",21,10,10,9,15,10,11,10,26,18
"841","20301103507",10,8,7,5,7,6,4,3,0,4
"842","20301103508",0,0,3,0,0,0,3,4,0,6
"843","20301103509",10,3,6,7,11,10,10,13,12,8
"844","20301103510",3,7,5,4,6,0,7,7,4,0
"845","20301103511",3,0,10,0,9,9,0,4,3,3
"846","20301103512",12,4,9,15,15,10,15,12,7,8
"847","20301103513",16,0,9,0,3,0,3,3,5,6
"848","20301103514",11,12,6,10,9,9,13,13,11,21
"849","20301103515",9,0,5,10,8,0,6,3,3,8
"850","20301103516",13,4,13,6,12,13,24,10,15,9
"851","20301103601",0,3,0,0,0,0,0,0,0,0
"852","20301103602",18,10,8,11,8,5,3,7,7,8
"853","20301103603",14,3,11,9,0,7,8,0,9,9
"854","20301103604",7,0,0,4,6,10,6,8,6,7
"855","20301103605",3,9,5,7,4,3,5,6,3,8
"856","20301103606",6,9,5,3,3,0,0,0,7,0
"857","20301103607",12,4,11,3,11,11,4,3,5,3
"858","20301103608",10,0,0,0,4,0,3,4,4,4
"859","20301103609",11,4,5,0,6,5,0,0,10,6
"860","20301103610",10,3,3,6,3,9,8,4,6,3
"861","20301103612",0,0,4,4,3,3,5,10,3,11
"862","20301103613",5,0,0,0,6,4,6,0,3,4
"863","20301103614",13,0,3,4,6,5,10,9,4,12
"864","20301103615",0,0,4,6,10,0,10,0,4,7
"865","20301103617",9,3,3,3,0,0,3,0,6,0
"866","20301103618",0,0,0,0,3,3,0,3,0,4
"867","20301103619",6,0,10,7,6,8,5,3,9,4
"868","20301103620",0,0,0,0,4,4,9,5,0,4
"869","20302103701",13,0,0,9,4,3,8,7,8,3
"870","20302103702",12,4,11,5,4,10,3,8,12,5
"871","20302103703",7,0,3,3,0,3,6,7,5,0
"872","20302103704",0,4,0,3,4,4,5,0,4,0
"873","20302103705",4,7,6,7,10,3,9,3,6,8
"874","20302103706",3,0,0,0,0,0,3,4,0,3
"875","20302103707",17,4,6,6,9,4,9,6,14,0
"876","20302103708",0,0,0,0,0,0,0,0,0,0
"877","20302103709",16,0,4,6,4,11,8,7,10,9
"878","20302103710",3,0,0,0,0,5,5,5,0,4
"879","20302103711",12,9,8,11,4,4,7,11,4,10
"880","20302103712",10,0,4,7,7,10,3,6,4,7
"881","20302103713",6,3,0,6,6,4,5,3,3,4
"882","20302103714",10,0,0,6,3,0,3,6,9,3
"883","20302103715",4,9,6,0,5,0,8,7,0,6
"884","20302103716",17,0,9,5,6,4,5,4,3,5
"885","20302103717",22,0,9,3,9,8,6,6,5,8
"886","20302103718",25,0,0,6,6,4,3,4,0,8
"887","20302103719",13,0,4,8,4,0,3,3,0,5
"888","20302103720",6,4,6,6,3,3,9,3,5,3
"889","20302103721",0,0,4,0,5,3,4,4,0,7
"890","20302103722",11,0,3,5,5,3,4,4,3,0
"891","20302103723",18,0,3,6,12,7,8,10,6,3
"892","20302103724",20,11,13,7,8,9,7,6,6,5
"893","20302103725",0,8,0,0,0,0,4,4,0,5
"894","20302103726",11,4,3,7,14,7,9,5,6,10
"895","20302103727",15,11,11,10,5,6,7,3,4,6
"896","20302103728",3,0,0,0,3,0,0,0,0,8
"897","20302103729",6,4,3,0,0,6,5,3,0,6
"898","20302103730",0,0,4,0,4,3,0,10,9,5
"899","20302103731",8,0,7,8,12,3,5,7,7,8
"900","20302103732",13,3,0,0,3,3,0,3,5,0
"901","20302103904",21,5,4,3,0,5,0,8,5,6
"902","20302103905",8,0,0,0,3,0,5,5,0,0
"903","20302103906",10,3,0,0,5,0,3,0,0,8
"904","20302103907",10,9,3,9,5,5,0,8,6,4
"905","20302103908",18,5,3,0,5,0,0,4,5,4
"906","20302103909",15,14,5,0,5,0,3,6,11,6
"907","20302103910",158,5,0,0,0,4,0,0,0,0
"908","20302103911",3,0,0,0,0,0,5,4,6,3
"909","20302103912",4,3,0,4,4,0,0,0,0,5
"910","20302103913",12,4,0,0,0,5,4,4,3,3
"911","20302103914",19,3,0,0,3,0,5,5,9,9
"912","20302103915",5,0,6,3,5,5,3,3,7,4
"913","20302103916",17,0,0,0,0,4,3,0,0,3
"914","20302103917",14,0,0,0,0,0,5,8,6,3
"915","20302103918",16,3,0,0,4,5,0,4,7,6
"916","20302103919",13,4,4,3,6,3,8,4,7,5
"917","20302103920",11,3,3,4,7,7,3,4,6,5
"918","20302103921",0,0,0,0,0,0,0,0,0,0
"919","20302103922",6,0,0,4,4,3,5,4,4,4
"920","20302103923",14,8,3,8,6,5,3,11,11,4
"921","20302103924",15,10,3,4,3,4,3,3,0,0
"922","20302103925",3,7,0,0,0,4,0,0,8,0
"923","20302103927",14,9,0,4,3,9,4,0,4,7
"924","20302103928",14,0,0,0,3,5,9,7,4,4
"925","20302103929",6,0,0,0,7,3,3,7,4,9
"926","20302103930",3,0,0,5,0,0,0,3,0,0
"927","20302103931",0,0,0,0,0,0,0,0,0,0
"928","20302103932",9,0,0,0,0,0,0,3,0,0
"929","20302103933",4,0,0,0,0,0,0,4,0,0
"930","20302103934",14,0,0,0,3,0,0,0,3,0
"931","20302103935",3,4,3,3,3,0,5,4,0,4
"932","20302103936",0,0,0,0,0,0,0,0,0,0
"933","20302103937",4,0,0,0,0,0,0,0,0,0
"934","20302103938",0,4,0,0,0,0,3,0,0,0
"935","20302103939",11,0,0,0,3,0,0,0,5,0
"936","20302104001",18,8,6,0,3,9,9,4,4,12
"937","20302104002",12,4,4,3,8,11,8,5,5,0
"938","20302104003",11,0,7,0,8,9,7,3,10,5
"939","20302104004",0,8,5,3,5,9,3,8,7,8
"940","20302104005",6,3,4,7,10,0,6,5,3,10
"941","20302104006",3,0,4,0,3,7,3,0,0,6
"942","20302104007",0,9,4,3,10,8,9,9,10,17
"943","20302104008",18,9,4,0,3,0,8,3,0,13
"944","20302104009",5,0,0,0,4,0,6,3,0,5
"945","20302104010",8,0,0,0,3,4,8,7,0,4
"946","20302104011",5,0,0,0,0,3,3,3,3,0
"947","20302104012",6,0,6,0,6,5,3,9,9,3
"948","20302104013",11,0,0,0,0,5,0,3,0,4
"949","20302104014",6,0,6,10,5,9,7,5,5,11
"950","20302104015",7,3,9,0,7,6,7,7,4,10
"951","20302104016",13,0,4,0,5,3,9,6,8,3
"952","20302104017",4,3,3,3,14,4,6,4,6,6
"953","20302104018",23,0,5,0,4,6,0,0,6,0
"954","20302104019",0,3,0,0,3,7,3,0,3,8
"955","20302104020",0,0,0,0,4,4,0,5,3,0
"956","20302104021",0,3,6,5,0,4,3,3,4,0
"957","20302104022",9,3,4,7,3,3,0,5,6,9
"958","20302104023",3,5,0,0,0,4,9,10,3,6
"959","20302104024",6,3,6,0,0,6,0,6,6,8
"960","20302104025",6,4,0,4,5,9,4,3,3,9
"961","20302104026",0,0,0,0,0,3,0,0,0,4
"962","20302104027",6,3,4,0,4,3,0,6,0,0
"963","20302104028",0,5,0,5,5,3,4,0,5,6
"964","20302104029",11,0,0,0,0,0,3,4,0,0
"965","20302104030",3,0,0,0,0,0,3,0,0,0
"966","20302104031",5,0,4,0,6,0,5,4,9,3
"967","20302104032",8,0,0,0,0,0,3,0,0,5
"968","20302104033",11,0,4,3,4,0,3,5,3,9
"969","20302104034",30,5,11,8,7,13,8,11,13,9
"970","20302104035",10,6,0,3,3,7,0,4,0,6
"971","20302104036",18,8,7,4,5,10,0,3,6,0
"972","20302104038",25,0,3,9,4,6,11,7,4,9
"973","20302104039",10,0,4,0,6,8,8,5,9,8
"974","20302104040",0,5,0,4,10,4,4,3,0,6
"975","20302104041",17,3,5,3,4,9,14,6,11,12
"976","20302104042",12,0,3,4,3,3,6,7,3,10
"977","20302104043",7,0,3,3,7,0,0,3,4,4
"978","20302104044",13,0,3,3,10,4,11,5,6,5
"979","20302104045",0,4,0,3,0,5,4,0,0,0
"980","20302104046",5,3,0,0,8,5,7,4,5,0
"981","20302104047",3,0,4,0,6,6,6,3,0,8
"982","20302104048",4,0,0,3,0,0,8,6,4,0
"983","20302104049",9,3,0,0,5,5,4,9,0,0
"984","20302104050",12,0,3,3,11,5,3,8,3,4
"985","20302104051",0,0,0,0,0,0,0,0,3,0
"986","20302104052",3,0,3,0,0,4,4,0,4,6
"987","20302104053",34,14,10,6,9,4,5,11,9,10
"988","20302104201",15,3,7,10,5,3,10,0,10,5
"989","20302104202",4,4,15,3,11,5,11,10,3,10
