2021 Statistical Area Level 1 (SA1),Usual Resident Population,Score,Percentile within Australia
31305137719,572,990.6813785,44
31305137720,500,979.4152478,40
31305137721,482,967.4220628,36
31305137722,221,903.7875367,17
31305137801,523,991.3695516,45
31305137802,239,885.1490666,13
31305137803,515,920.1853796,21
31305137804,452,932.7232052,25
31305137805,356,949.1256768,30
31305137806,615,960.7451556,33
31305137807,271,1007.089539,51
31305137808,378,941.7243206,27
31305137809,454,974.0482819,38
31305137810,270,964.9441982,35
31305137811,321,959.5913998,33
31305137812,466,959.2870192,33
31305137813,558,957.1000846,32
31305137814,423,977.7448,40
31305137815,501,964.417463,35
31305137816,374,927.226073,23
31305137817,496,901.1876008,17
31305137818,230,828.5011769,5
31305137819,515,953.9313352,31
31305137820,478,943.3456194,28
31305137821,476,924.2202638,22
31305137822,497,910.8924679,19
31305137823,402,924.6285492,22
31305137824,394,957.0269718,32
31305137825,331,904.8530325,17
31305137826,661,939.9882801,27
31305137827,299,824.6951448,5
31305137828,476,877.7063211,12
31305137902,404,960.111373,33
31305137903,311,998.4927154,48
31305137904,355,965.9358494,35
31305137905,442,962.9912956,34
31305137906,341,901.5616199,17
31305137907,392,696.5241391,1
31305137908,276,928.1808219,23
31305137909,381,932.106043,24
31305137910,1155,963.1889401,34
31305137911,439,878.6247103,12
31305137912,406,911.1415581,19
31305137913,600,931.1382104,24
31305137914,689,858.836181,9
31305137915,462,948.4596077,29
31305137916,444,954.928848,31
31305137917,304,905.527669,18
31305137918,667,959.2343006,33
31305137920,547,940.1963175,27
31305137921,215,977.5199276,39
31305137922,173,845.3369817,7
31305137923,395,919.4250318,21
31305137924,714,884.3934451,13
31305137925,315,947.8031331,29
31305138001,362,959.7804638,33
31305138002,373,950.307343,30
31305138006,330,833.4476539,6
31305138007,321,862.8270215,9
31305138008,494,976.7312496,39
31305138009,794,890.8209472,15
31305138010,378,829.6124727,5
31305138011,318,927.1634418,23
31305138012,293,979.1667385,40
31305138013,521,874.7979811,11
31305138015,280,928.3732882,23
31305138016,365,966.0092451,35
31305138017,368,976.8141408,39
31305138018,392,978.0894735,40
31305138019,418,916.597047,20
31305138020,250,888.310171,14
31305138021,428,939.1252589,27
31305138022,177,1004.004433,50
31305138023,469,897.1237647,16
31305138024,255,903.3045502,17
31305138025,260,947.4940185,29
31305138027,433,913.1424364,19
31305138028,269,932.5163031,25
31305138029,387,851.1613974,8
31305138030,306,917.421979,21
31305138031,410,880.8244339,12
31305138032,441,884.9883448,13
31305138033,503,899.3268557,16
31305138034,366,824.7461274,5
31305138035,567,927.1579006,23
31305138036,329,914.1476893,20
31305138038,453,939.0124851,27
31305138041,212,894.3959185,15
31305138042,435,891.5623736,15
31305138043,455,837.7386231,6
31305138044,373,972.9409209,38
31305138045,367,892.1622184,15
31305138046,447,924.1728835,22
31305138047,474,880.5086422,12
31305138048,243,936.6597465,26
31305138049,475,898.3932486,16
31305138050,412,930.1738349,24
31305138051,807,996.9830039,47
31305138052,382,789.3446601,3
31305157401,309,1022.608533,57
31305157501,301,1071.01024,75
31305157502,434,989.3984383,44
31305157503,417,973.0123787,38
31305157504,472,965.2075871,35
31305157505,487,1056.638345,70
31305157506,770,961.1324537,33
31305157507,291,1071.098057,75
31305157508,436,1108.064439,86
31305157509,440,955.6731621,32
31305157510,605,983.7813553,42
31305157511,429,1047.98286,67
31305157512,347,985.1784837,42
31305157513,541,1046.883199,66
31305157514,409,991.8036316,45
31305157515,469,952.4534537,31
31305157516,622,1068.098134,74
31305157517,267,1028.771495,60
31305157518,125,1042.995475,65
31305157519,516,977.354474,39
31305157520,667,1114.238695,88
31305157521,600,1088.134088,81
31305157522,404,1124.451041,90
31305157523,555,1092.989845,82
31305157524,389,1037.98001,63
31305157525,428,966.6063003,35
31305157526,364,1026.886989,59
31305157527,516,1093.676131,82
31305157528,469,939.4807619,27
31305157529,369,978.1051921,40
31305157530,322,1045.849968,66
31305157531,342,1017.567226,55
31305157532,270,1032.433811,61
31305157533,284,1101.19822,84
31305157534,295,1080.763331,78
31305157535,281,984.4819823,42
31305157536,327,1087.007772,80
31401138201,603,1148.453251,95
31401138202,263,1127.955882,91
31401138203,365,1048.628195,67
31401138204,247,1101.757022,85
31401138205,538,1067.660668,74
31401138206,462,1140.767024,93
31401138207,483,1119.4046290000001,89
31401138208,272,1035.393706,62
31401138210,374,1017.254265,55
31401138211,269,979.4008283,40
31401138212,496,1013.666003,54
31401138213,872,1002.619959,49
31401138214,368,970.3375724,37
31401138215,397,1049.106672,67
31401138216,298,1046.069495,66
31401138217,371,1095.139203,83
31401138218,709,1055.604322,70
31401138220,414,1124.699562,90
31401138221,276,1161.585551,97
31401138222,357,1124.646536,90
31401138223,290,1117.388807,88
31401138225,656,1116.67958,88
31401138226,280,1098.012337,84
31401138227,356,1061.370523,72
31401138228,362,1006.744504,51
31401138229,375,1094.256639,83
31401138230,346,1010.556474,52
31401138231,392,1046.938588,66
31401138232,280,1050.540748,68
31401138233,497,1045.387596,66
31401138234,567,1042.475329,65
31401138235,415,1107.102963,86
31401138236,346,1149.159112,95
31401138237,361,1082.220669,79
31401138238,293,1111.89019,87
31401138239,417,1047.42391,67
31401138240,342,1110.864652,87
31401138241,210,1099.590747,84
31401138242,334,991.3208431,45
31401138243,411,1004.17969,50
31401138301,457,1067.387854,74
31401138302,339,1069.047361,74
31401138303,332,1056.074544,70
31401138304,313,1079.85909,78
31401138305,190,1050.941246,68
31401138306,232,927.2735426,23
31401138307,265,1010.382542,52
31401138309,371,1089.791245,81
31401138310,197,1123.550284,90
31401138311,573,1137.286709,93
31401138312,680,1147.698457,95
31401138315,271,1112.099312,87
31401138316,690,1010.679768,52
31401138317,347,1039.35641,64
31401138318,327,1037.451382,63
31401138320,486,1059.251292,71
31401138321,489,1094.012773,82
31401138322,612,1066.816571,74
31401138323,467,1046.18432,66
31401138324,341,1000.338897,48
31401138325,360,1116.171424,88
31401138326,838,1108.966931,86
31401138327,336,1082.390532,79
31401138328,672,1010.214432,52
31401138329,1710,1054.166179,69
31401138330,437,909.3473823,19
31401138331,246,1069.636381,75
31401138332,624,1073.97655,76
31401138333,572,1092.687154,82
31401138334,506,1075.84478,77
31401138335,289,916.1674478,20
31401138336,482,1075.931001,77
31401138337,500,1017.209052,55
31401138338,310,1054.621282,69
31401138339,711,1043.89682,65
31401138340,530,994.4848132,46
31401138341,1326,1063.379813,72
31401138342,926,1042.465437,65
31401138343,298,1087.768814,81
31401138401,697,1070.444691,75
31401138402,364,1005.426581,50
31401138403,407,1043.533254,65
31401138404,245,1062.588143,72
31401138405,334,1064.398216,73
31401138406,238,1000.127074,48
31401138407,324,1021.026011,56
31401138408,362,1067.322278,74
31401138409,390,1061.381584,72
31401138410,561,1045.930031,66
31401138411,280,1055.432601,70
31401138412,461,1083.434537,79
31401138413,417,1085.260903,80
31401138414,376,1084.157546,79
31401138415,432,1070.733111,75
31401138416,256,1010.118103,52
31401138417,402,984.73744,42
31401138418,560,1070.115396,75
31401138419,625,1096.180551,83
31401138420,674,1114.190884,88
31401138421,812,1055.351249,70
31401138501,469,1064.607004,73
31401138502,455,1020.536807,56
31401138503,371,1088.924683,81
31401138504,412,1098.828173,84
31401138505,424,1109.138284,86
31401138506,208,1104.495519,85
31401138507,501,1104.079002,85
31401138508,423,1091.723813,82
31401138509,408,1139.928323,93
31401138510,200,1088.473872,81
31401138511,765,1121.117458,89
31401138512,277,1129.253619,91
31401138513,296,1047.772403,67
31401138514,450,1044.484308,66
31401138515,562,1107.264708,86
31401138516,214,1132.760657,92
31401138517,359,1093.903549,82
31401138518,273,1086.713857,80
31401138519,498,1080.506717,78
31401138520,260,1057.972629,71
31401138601,323,987.9461999,43
31401138602,596,1025.002888,58
31401138603,452,1043.634171,65
31401138604,267,984.5229403,42
31401138605,521,1036.444878,63
31401138606,237,1112.2872,87
31401138607,585,1141.859555,94
31401138608,433,1065.529297,73
31401138609,592,1064.241852,73
31401138610,457,1114.228756,88
31401138611,200,1125.14235,90
31401138612,636,1067.110003,74
31401138613,341,1003.266495,49
31401138614,638,1154.102338,96
31401138615,323,1066.466748,74
31401138616,375,1017.593459,55
31401138617,340,1058.735228,71
31401138618,509,1021.909607,57
31401138619,246,1035.008695,62
31401138621,237,1048.935873,67
31401138622,603,1097.107689,83
31401138623,204,1061.693627,72
31401138624,250,1112.890386,87
31401138625,607,1084.841555,80
31401138626,198,1104.721133,85
31401138628,318,1060.346692,71
31401138629,355,1066.631005,74
31401138630,272,1048.25297,67
31401138631,314,1055.020595,69
31401138632,721,1051.593218,68
31401138633,462,1078.174568,78
31401138634,1342,1105.024597,85
31401138635,339,1023.488456,57
31401138636,554,1069.001586,74
31401138637,235,1030.8388420000001,60
31401138638,371,1046.059964,66
31401138639,401,1011.455638,53
31401138640,362,1034.695986,62
31401138641,205,1056.890942,70
31401138642,343,1035.528476,62
31401138643,361,1033.877376,62
31401138644,475,1046.480076,66
31401138645,452,1052.625676,69
31401138646,399,1054.757262,69
31401138647,581,1024.95383,58
31401138648,490,1051.19994,68
31401138649,408,1073.892662,76
31401138650,337,1132.526563,92
31401138651,212,1122.42637,90
31401138652,316,1108.878684,86
31401138653,334,1080.02841,78
31401138654,466,1082.833454,79
31401138655,350,1145.069794,94
31401138656,367,1068.647135,74
31401138657,307,1139.044502,93
31401138658,317,1054.383158,69
31401138659,293,1088.252518,81
31401138660,307,985.2908962,42
31401138662,250,1167.851725,98
31401138664,502,1027.546048,59
31401138701,462,1099.784281,84
31401138702,452,1140.265109,93
31401138703,341,1167.725988,98
31401138704,423,1121.824603,89
31401138705,278,1122.193973,90
31401138706,541,1120.038376,89
31401138707,275,1111.225895,87
31401138708,492,1142.214961,94
31401138709,238,1107.205116,86
31401138710,411,1124.728876,90
31401138711,331,1068.917728,74
31401138712,620,1145.770481,94
31401138713,920,1155.427371,96
31401138714,430,1039.370471,64
31401138715,650,1149.6294580000001,95
31401138716,360,1047.177819,67
31401138717,343,1069.352779,75
31401138719,562,1103.867813,85
31401138720,458,1084.459285,80
31401138721,371,1091.558942,82
31401138722,435,1121.456985,89
31401138723,479,1126.014138,90
31401138724,434,1127.258969,91
31401138725,406,1059.858911,71
31401138726,362,1125.876735,90
31401138727,331,1092.378723,82
31401138728,141,1127.351497,91
31401138729,357,1136.539414,93
31401138730,474,1136.739084,93
31402138901,781,1044.59801,66
31402138902,339,1066.464795,74
31402138903,601,1111.953056,87
31402138904,429,977.7107111,40
31402138905,189,973.3596012,38
31402138906,490,1073.056512,76
31402138907,543,922.6193658,22
31402138908,504,1004.431961,50
31402138909,477,1047.781366,67
31402138911,393,954.1157218,31
31402138912,402,989.5454557,44
31402138913,777,988.5986499,44
31402138914,608,986.1533086,43
31402138916,486,1005.878487,50
31402138917,289,999.5625781,48
31402138918,333,945.0000058,28
31402138919,237,1064.362998,73
31402138920,653,915.4948835,20
31402138922,577,990.7026858,45
31402138925,769,991.6590502,45
31402138926,411,1007.626746,51
31402138927,471,1061.690046,72
31402138928,427,966.2035524,35
31402138931,611,854.8391161,8
31402138932,515,1088.164706,81
31402138933,732,1019.744653,56
31402138934,458,1002.987991,49
31402138935,622,1038.697597,63
31402138936,359,930.7593687,24
31402138937,516,912.9235918,19
31402138938,504,987.1692046,43
31402138939,324,1030.459981,60
31402138940,197,925.5537749,23
31402138941,691,1013.219454,53
31402138942,533,1056.736626,70
31402138943,161,1067.985635,74
31402138944,422,990.2862264,44
31402138945,440,1030.687486,60
31402138946,451,1008.095191,51
31402138947,252,966.2248595,35
31402138948,454,1052.625636,69
31402138949,485,1008.174811,51
31402138950,508,1049.301285,67
31402138951,405,971.8759436,37
31402138952,605,1021.065048,56
31402138953,716,992.8640336,45
31402138954,502,1000.493136,48
31402138955,428,1010.494489,52
31402157601,505,953.4963337,31
31402157602,109,952.6935037,31
31402157603,352,943.2598246,28
31402157604,457,952.876323,31
31402157605,246,1014.096908,54
31402157606,604,995.3938347,46
31402157607,694,929.9965937,24
31402157608,410,879.2251067,12
31402157609,350,985.6924837,43
31402157610,482,951.3306884,30
31402157611,407,883.9748536,13
31402157612,441,942.0367343,27
31402157613,218,1037.930167,63
31402157701,575,890.6141133,14
31402157702,472,904.4151148,17
31402157703,277,907.9524775,18
31402157704,421,920.7765206,21
31402157705,332,973.1386269,38
31402157706,288,931.7729087,24
31402157707,541,828.9201936,5
31402157708,260,932.2486558,25
31402157709,267,961.1743754,34
31402157710,651,928.4220192,23
31402157711,438,956.9683913,32
31402157712,258,951.870882,30
31402157713,674,946.8642158,29
31402157714,359,967.5717253,36
31402157715,458,911.6203532,19
31402157716,409,876.6365228,12
31402157717,463,873.8286366,11
31402157718,639,900.928068,17
31402157719,275,933.2976677,25
31402157720,308,866.632399,10
31402157721,563,914.6748473,20
31402157722,744,942.3601372,28
31402157723,656,990.0177012,44
31402157724,316,911.5008549,19
31402157725,373,872.2314285,11
31402157726,402,848.1721813,7
31402157727,298,993.5988952,46
31402157728,467,866.3578103,10
31402157729,485,915.1527813,20
31402157730,435,931.4760289,24
31402157731,272,967.4696474,36
31402157732,426,870.1843073,10
31402157733,308,925.9145539,23
31402157734,280,883.2652173,13
31402157735,418,893.1286695,15
31402157736,352,823.8803716,5
31402157737,193,930.0249174,24
31402157738,283,977.0336877,39
31402157739,284,972.529949,38
31402157740,428,811.2036105,4
31402157741,386,862.9081913,9
31402157742,451,910.0399001,19
31402157743,442,978.8677535,40
31402157744,455,887.3675563,14
31402157745,578,922.7376359,22
31402157746,597,942.1764509,27
31402157747,276,990.6116619,44
31402157748,538,935.9998623,26
31402157749,350,911.0425664,19
31402157751,417,872.6792814,11
31402157752,596,952.668451,31
31402157753,302,908.4005384,18
31402157801,693,948.7145032,29
31402157802,367,1089.74511,81
31402157803,399,944.2572856,28
31402157804,546,1014.583927,54
31402157805,673,1027.387712,59
31402157806,389,1054.38646,69
31402157807,599,1038.542802,63
31402157809,601,1090.076355,81
31402157810,203,1085.129166,80
31402157811,424,1047.331255,67
31402157812,599,1086.048982,80
31402157813,547,1045.813776,66
31402157814,380,966.8754406,36
31402157815,427,1084.032348,79
31402157816,503,1082.613584,79
31402157817,543,935.2647277,25
31402157818,482,976.0199498,39
31402157819,949,970.0767849,37
31402157820,484,1043.460587,65
31402157822,414,1099.129343,84
31402157823,406,1113.069547,87
31402157824,450,1051.50402,68
31402157825,418,924.0453859,22
31402157826,911,994.2287246,46
31402157827,414,996.6427349,47
31402157828,420,995.5425592,46
31402157829,663,1020.830606,56
31402157830,517,1070.962433,75
31402157831,481,963.4619073,34
31402157901,354,1034.703467,62
31402157902,544,1006.236566,51
31402157903,502,1037.65251,63
31402157904,403,1036.005654,62
31402157905,352,1002.134583,49
31402157906,427,1028.574498,59
31402157907,432,1036.521216,63
31402157908,382,1004.041471,50
31402157909,592,1027.802817,59
31402157910,378,1071.613881,75
31402157911,317,992.7759217,45
31402157912,458,1052.172086,68
31402157913,621,1010.645309,52
31402157914,484,1028.281394,59
31402157915,370,1051.491529,68
31402157917,535,1065.439232,73
31402157918,493,1061.571516,72
31402157919,324,1047.006341,67
31402157920,530,930.8604376,24
31402157921,226,991.1849635,45
31402157922,474,990.7292577,45
31402157923,378,1038.786193,63
31402157924,689,1024.933937,58
31402157925,673,881.1033657,12
31402157926,630,1016.276763,55
31402157927,247,1043.261909,65
31402157928,445,1090.706979,81
31402157929,411,1092.60549,82
31402157931,497,1021.020964,56
31402157932,428,1012.629371,53
31402157934,400,1069.763916,75
31402157935,534,1072.982715,76
31402157936,401,1009.34089,52
31402157937,532,1089.734197,81
31402157938,220,1079.552309,78
31402157939,291,1020.966763,56
31402157940,457,1022.665689,57
31402157941,268,998.2241967,47
31402157942,337,989.8443956,44
31402157943,339,1021.805108,57
31402157944,388,1092.887609,82
31402157945,674,1013.096667,53
31402157946,672,1060.043519,71
31402157947,421,1079.502853,78
31402157948,309,1013.088488,53
31402157949,370,1010.734922,52
31402157950,444,1049.147213,67
31402157951,415,1017.075261,55
31402157952,437,1038.017413,63
31402157953,466,1010.762615,52
31402157954,274,1050.544262,68
31402157955,331,1037.971397,63
31403139101,333,950.8463699,30
31403139102,257,966.1245715,35
31403139103,227,898.9926525,16
31403139104,472,985.8963081,43
31403139106,319,963.970606,34
31403139107,365,935.2333257,25
31403139108,315,890.7433637,14
31403139109,482,893.6365762,15
31403139110,316,978.8260851,40
31403139111,752,949.1086634,30
31403139112,381,921.5995451,22
31403139114,420,975.9250322,39
31403139115,190,982.7447099,41
31403139116,578,951.200835,30
31403139117,415,930.3829546,24
31403139118,483,953.4021661,31
31403139120,375,949.1655266,30
31403139121,469,919.1417592,21
31403139122,452,938.6680289,26
31403139123,209,950.5937013,30
31403139124,559,964.1196604,35
31403139125,253,946.7972559,29
31403139126,338,946.9145206,29
31403139127,437,988.650246,44
31403139128,345,1012.15516,53
31403139129,528,962.7837019,34
31403139201,382,875.633237,11
31403139202,553,981.4941073,41
31403139203,1188,1052.999505,69
31403139204,341,968.3855982,36
31403139205,461,894.6432959,15
31403139206,541,952.0071664,31
31403139207,939,929.0876309,24
31403139208,453,985.5280232,42
31403139209,403,844.6405884,7
31403139210,232,851.9094933,8
31403139211,428,951.5657195,30
31403139212,284,969.4313094,36
31403139213,429,847.8371226,7
31403139214,471,833.7085071,6
31403139301,183,1028.419412,59
31403139302,380,988.0541692,43
31403139303,245,987.7821428,43
31403139304,326,957.9931516,33
31403139305,269,1005.748429,50
31403139306,361,1014.044808,54
31403139307,439,957.090803,32
31403139308,456,908.3931661,18
31403139309,446,915.9728081,20
31403139310,326,856.4013471,8
31403139311,427,936.7639475,26
31403139312,364,1032.141702,61
31403139313,219,1004.084911,50
31403139314,324,1003.109672,49
31403139315,305,858.0834529,9
31403139316,467,987.3185963,43
31403139317,372,991.7162723,45
31403139318,597,929.5526134,24
31403139319,199,1053.104466,69
31403139320,568,1068.394458,74
31403139322,420,1080.38194,78
31403139323,329,1067.418107,74
31403139324,403,933.2689889,25
31403139325,333,982.4754972,41
31403139401,264,935.7369302,26
31403139402,288,935.6374025,26
31403139403,534,1000.729034,48
31403139404,636,933.9186137,25
31403139406,254,960.2249327,33
31403139407,260,982.2855068,41
31403139408,738,896.703173,16
31403139409,590,867.9307326,10
31403139410,322,916.2243192,20
31403139411,388,900.265131,16
31403139412,489,929.7196988,24
31403139413,579,920.7365377,21
31403139414,390,946.1609794,29
31403139415,301,913.3341276,19
31403139416,373,918.1832938,21
31403139417,174,963.1108622,34
31403139418,297,938.637324,26
31403139419,303,869.8951317,10
31403139420,859,1041.317247,64
31403139422,439,897.4361977,16
31403139423,472,937.2752906,26
31403139424,412,907.6238421,18
31403139425,568,915.5693679,20
31403139427,524,944.4227628,28
31403139428,439,950.3042752,30
31403139429,345,886.5574348,14
31403139430,601,910.1036743,19
31403139431,508,820.0114989,5
31403139432,327,960.9328768,33
31403139433,319,965.6893732,35
31403139434,358,942.6506213,28
31403139436,364,860.0320025,9
31501139501,1101,700.1083999,1
31501139602,206,963.7536593,34
31501139603,101,927.7561123,23
31501139604,543,855.8501836,8
31501139605,276,692.098311,1
31501139606,136,968.8104579,36
31501139607,527,910.2551419,19
31501139609,333,925.056649,23
31501139610,425,699.8774904,1
31501139611,90,979.5584542,40
31501139613,883,738.2777953,2
31501139616,279,842.8832163,7
31501139617,349,943.4743081,28
31501139618,464,901.7126915,17
31501139619,492,883.8226777,13
31501139620,494,934.62705329999994,25
31501139621,246,904.2440046,17
31501139623,203,966.2358126,35
31501139626,606,731.2613872,1
31501139627,77,906.6886798,18
31501139628,58,1021.025775,56
31501139629,895,705.9511561,1
31501139701,222,965.0382427,35
31501139702,245,972.9793894,38
31501139703,251,946.4009411,29
31501139704,266,889.6738893,14
31501139802,1079,686.2507854,1
31501139804,606,706.0980262,1
31501139903,1180,854.4129293,8
31501139904,398,743.2944867,2
31501139905,293,822.2484215,5
31501139906,394,681.7483592,1
31501139907,493,750.7875239,2
31501140002,150,848.5190061,7
31501140003,366,810.202555,4
31501140004,383,943.0692136,28
31501140005,266,992.7232864,45
31501140006,444,979.0088575,40
31501140007,316,904.2753502,17
31501140008,288,852.9101135,8
31501140009,415,962.6870102,34
31501140010,405,980.2228002,40
31501140011,279,932.4863979,25
31501140012,282,976.5666973,39
31501140013,501,884.8852322,13
31501140014,523,913.3582849,19
31501140015,281,910.5499545,19
31501140105,384,840.1441964,6
31501140106,223,988.7128476,44
31501140107,628,1004.85335,50
31501140109,677,867.3739555,10
31501140110,62,925.5522443,23
31501140114,630,991.0046949,45
31501140115,533,910.0244571,19
31501140116,265,1007.906307,51
31501140201,275,831.8256248,6
31501140203,164,844.3898586,7
31501140204,326,782.3006389,3
31501140205,406,799.2376236,3
31501140206,199,676.9213961,1
31501140207,131,759.708052,2
31501140208,261,812.8536722,4
31501140209,69,820.6828493,5
31501140210,340,719.8809756,1
31501140212,253,777.2512782,3
31501140213,156,815.7755351,4
31501140214,278,810.6190651,4
31501140215,287,729.4575281,1
31501140216,283,750.5384933,2
31501140217,704,774.3280906,2
31501140303,469,1034.047501,62
31501140306,443,1037.928755,63
31501140308,350,1026.119898,59
31501140309,429,1039.425259,64
31501140310,324,1001.633636,49
31501140311,599,1080.102913,78
31501140312,470,1045.287416,66
31501140313,564,1023.060854,57
31501140314,398,1006.54475,51
31502140402,1022,746.7804127,2
31502140403,487,872.6410511,11
31502140404,350,840.6388085,6
31502140405,296,798.9662185,3
31502140406,235,852.0754624,8
31502140407,1387,695.8709289,1
31502140408,277,936.6195392,26
31502140409,253,912.6462785,19
31502140410,167,951.2182752,30
31502140411,443,869.6244735,10
31502140501,436,962.0484976,34
31502140502,221,980.947637,41
31502140503,501,965.5982713,35
31502140504,247,1035.884904,62
31502140505,292,940.3524356,27
31502140506,418,950.9001598,30
31502140507,421,968.8469244,36
31502140508,261,978.8206395,40
31502140509,337,968.4281968,36
31502140510,512,1026.66109,59
31502140511,424,975.8117081,39
31502140512,306,993.5136408,46
31502140513,394,982.6802521,41
31502140514,312,1032.611749,61
31502140515,241,999.8934041,48
31502140516,382,995.7543612,47
31502140517,495,1095.506655,83
31502140518,239,1069.349594,75
31502140519,461,909.3900298,19
31502140520,360,922.572939,22
31502140521,421,952.0498966,31
31502140522,368,919.4216863,21
31502140523,506,926.9279289,23
31502140524,412,937.5959631,26
31502140525,608,962.3327681,34
31502140526,334,907.6564015,18
31502140527,453,1011.819869,53
31502140528,476,992.2663649,45
31502140529,482,961.5359827,34
31502140531,450,1008.657132,52
31502140532,280,994.0846478,46
31502140534,396,972.8163428,38
31502140535,342,948.0954282,29
31502140536,362,992.027889,45
31502140537,242,964.4223539,35
31502140538,226,915.4912536,20
31502140539,312,942.5857996,28
31502140540,361,886.2882327,13
31502140541,406,1004.838448,50
31502140542,441,991.6120438,45
31502140543,292,946.2005521,29
31502140544,320,942.6736043,28
31502140545,419,652.4704852,1
31502140546,441,927.7889615,23
31502140547,563,785.1615523,3
31502140548,470,784.7013545,3
31502140549,252,1019.959435,56
31502140550,126,980.5283624,41
31502140551,167,1050.146565,68
31502140553,124,1152.941375,95
31502140601,361,989.6494139,44
31502140602,311,1004.370407,50
31502140603,519,877.1060341,12
31502140604,326,987.2429732,43
31502140605,152,727.1875659,1
31502140607,814,984.7917957,42
31502140608,301,934.5896458,25
31502140609,376,865.339226,10
31502140610,327,916.1611113,20
31502140611,303,859.1809131,9
31502140612,254,966.8918052,36
31502140702,183,969.5454349,37
31502140703,206,893.4093466,15
31502140704,324,863.3361411,9
31502140705,292,910.13603,19
31502140706,195,923.9478569,22
31502140707,258,936.5003695,26
31502140709,291,1032.265593,61
31502140710,306,1039.246376,64
31502140711,205,1031.367823,61
31502140712,201,982.2124517,41
31502140713,249,1053.658501,69
31502140714,377,922.705055,22
31503140801,283,839.4861287,6
31503140802,259,912.9082836,19
31503140803,366,955.9811062,32
31503140804,324,962.4712667,34
31503140805,346,991.002833,45
31503140806,228,1048.204807,67
31503140807,274,993.9559409,46
31503140808,302,992.0675004,45
31503140809,226,897.0322475,16
31503140810,303,1037.200158,63
31503140811,216,937.0211987,26
31503140812,369,891.7590897,15
31503140813,479,888.5830672,14
31503140814,260,1020.126181,56
31503140815,300,1048.41631,67
31503140816,216,892.9753274,15
31503140901,333,919.1532671,21
31503140902,435,1031.311605,60
31503140903,118,1070.593637,75
31503140904,170,962.3028424,34
31503140905,369,905.4671227,18
31503140906,319,901.9701316,17
31503140907,349,869.5508265,10
31503140908,203,940.9952394,27
31503140909,194,904.3789694,17
31503140910,507,901.6364613,17
31503140911,281,948.3105023,29
31503140912,328,852.9542654,8
31503140913,249,1046.299952,66
31503140914,120,795.2166886,3
31503141001,365,964.963332,35
31503141002,216,876.5151022,12
31503141003,218,831.027295,5
31503141004,245,941.8591931,27
31503141005,266,915.8778447,20
31503141006,269,1059.069977,71
31503141007,308,958.7108689,33
31503141008,266,942.4874388,28
31503141101,246,901.4722116,17
31503141102,199,953.7699116,31
31503141104,240,1051.599709,68
31503141105,266,829.6014862,5
31503141106,322,843.964224,7
31503141107,328,872.6344289,11
31503141108,208,806.0757954,4
31503141109,143,952.4003603,31
31503141110,194,934.0853225,25
31503141111,228,889.0662009,14
31503141112,330,1024.487105,58
31503141201,154,964.8820269,35
31503141202,293,1013.831582,54
31503141203,190,973.0617074,38
31503141204,198,1004.833745,50
31503141205,412,974.6383146,38
31503141206,417,971.4499301,37
31503141207,253,968.2676251,36
31503141208,137,1070.242327,75
31503141209,218,926.9882994,23
31503141210,310,971.2469002,37
31503141211,251,1059.981601,71
31503141212,300,946.5214821,29
31503141213,259,933.7723149,25
31503141214,255,929.3607902,24
31601141301,978,1031.63085,61
31601141302,712,1089.046934,81
31601141303,613,880.6881814,12
31601141304,374,1041.402814,64
31601141305,398,1052.251151,68
31601141306,558,1081.792333,79
31601141307,478,1042.798018,65
31601141308,284,976.5242428,39
31601141309,591,1100.005683,84
31601141310,381,1029.427622,60
31601141311,549,1037.148148,63
31601141312,575,1034.281346,62
31601141313,447,960.4392542,33
31601141314,561,1099.620667,84
31601141315,537,958.3615204,33
31601141316,410,1056.631968,70
31601141317,364,1017.164162,55
31601141318,925,1082.876969,79
31601141319,539,1061.128348,72
31601141320,451,929.1264937,24
31601141321,530,994.0698835,46
31601141322,419,1002.615578,49
31601141323,437,972.1058294,37
31601141324,612,1064.291313,73
31601141325,319,1061.944444,72
31601141326,480,952.0464061,31
31601141327,555,1010.785963,52
31601141328,288,1030.190139,60
31601141329,440,1064.779986,73
31601141330,291,1082.092717,79
31601141331,547,1106.307055,86
31601141332,526,1039.113093,64
31601141333,697,1065.558201,73
31601141334,679,1049.783924,68
31601141335,390,1064.895121,73
31601141401,370,1046.032182,66
31601141402,334,1028.290929,59
31601141403,403,1046.758939,66
31601141404,461,1058.637186,71
31601141405,614,1082.281551,79
31601141406,320,1058.477438,71
31601141407,563,1053.518128,69
31601141408,268,1055.685268,70
31601141409,462,1121.937118,89
31601141410,402,1126.355071,90
31601141411,710,1035.518202,62
31601141412,483,1025.585141,58
31601141413,257,1083.482741,79
31601141414,419,1023.262736,57
31601141415,427,1056.413695,70
31601141416,532,1089.291347,81
31601141418,270,773.0072394,2
31601141419,289,1081.325409,79
31601141420,734,1042.864805,65
31601141421,378,979.8568804,40
31601141422,549,1064.986779,73
31601141423,336,1095.810012,83
31601141424,639,1081.510166,79
31601141425,233,1043.887427,65
31601141426,243,1089.517247,81
31601141427,444,1045.225292,66
31601141428,366,988.5144853,44
31601141429,549,1039.605436,64
31601141431,242,993.855703,46
31601141432,352,1120.026936,89
31601141435,562,1047.700477,67
31601141436,477,1055.301739,70
31601141437,604,1090.731376,81
31601141438,1558,954.9770936,31
31601141439,340,1117.91801,88
31601141440,1298,1009.604934,52
31601141501,501,1014.84777,54
